attachment_version,description,status,platform,moored,timestamp,year,month,day,hour,minute,second,latitude,longitude,gps_altitude,vector_averaged_wind_direction,vector_averaged_wind_speed,minimum_wind_speed_over_averaging_period,maximum_wind_speed_over_averaging_period,wind_speed_at_10m,air_temperature,water_temperature,relative_humidity,wind_chill,heat_index,dew_frost_point,barometric_pressure,altimeter_setting,sea_level_pressure,pressure_altitude,density_altitude,wxt520_internal_temperature,rain_accumulation,three_hour_rain_accumulation,six_hour_rain_accumulation,twenty_four_hour_rain_accumulation,rain_duration,rain_intensity,rain_peak_intensity,hail_accumulation,hail_duration,hail_intensity,firmware_version,reporting_interval,cf2_epoch,system_voltage_measured_at_cf2,gps_epoch,gps_latitude,gps_longitude,gps_fix_quality_indicator,number_of_satellites_used_for_gps,pitch,roll,pitch_maximum,roll_maximum,compass_relative_magnitude,average_compass_heading,sbd_timestamp,sbd_latitude,sbd_longitude
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594105296,2020,07,07,07,01,36,32.91807,-117.41719,2.1,142.53,1.87,0.19,4.67,2.28,19.90,,82.50,,,16.85,29.87,29.87,1011.54,47.41,894.74,19.90,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594105015,15.26,1594104583,32.91807,-117.41719,2,9,0.70,0.12,3.9,3.6,3602,134.0,1594105296,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594106136,2020,07,07,07,15,36,32.91498,-117.41714,1.6,101.46,2.18,0.00,5.05,2.65,19.90,,82.80,,,16.91,29.87,29.87,1011.54,47.41,895.64,20.00,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594105858,15.26,1594105365,32.91498,-117.41714,2,9,0.75,0.12,4.5,2.8,3405,137.1,1594106136,32.90303,-117.80834
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594106920,2020,07,07,07,28,40,32.91216,-117.41655,1.2,206.19,2.43,0.19,5.25,2.96,19.90,,81.20,,,16.60,29.87,29.87,1011.54,47.41,890.88,20.10,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594106641,15.26,1594106208,32.91216,-117.41655,2,11,0.91,0.12,3.1,3.7,5104,30.3,1594106920,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594107816,2020,07,07,07,43,36,32.91214,-117.41370,0.8,36.33,2.31,0.19,5.64,2.82,20.00,,82.30,,,16.91,29.87,29.87,1011.54,47.41,907.25,20.10,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594107483,15.26,1594106987,32.91214,-117.41370,2,11,0.92,0.10,3.7,3.4,6655,17.0,1594107816,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594108598,2020,07,07,07,56,38,32.91364,-117.41203,-0.3,76.03,2.47,0.39,5.44,3.01,19.90,,80.80,,,16.52,29.87,29.87,1011.54,47.41,889.69,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594108263,15.26,1594107886,32.91364,-117.41203,2,10,0.93,0.09,2.9,3.0,6539,348.9,1594108598,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594109501,2020,07,07,08,11,41,32.91611,-117.41201,-3.9,31.20,2.95,0.39,7.39,3.60,19.90,,81.40,,,16.64,29.86,29.86,1011.20,56.66,902.92,20.10,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594109161,15.26,1594108669,32.91611,-117.41201,2,9,0.95,0.08,3.1,2.9,6299,349.1,1594109501,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594110284,2020,07,07,08,24,44,32.91935,-117.41203,1.8,99.72,3.29,0.19,7.78,4.01,19.90,,82.30,,,16.81,29.86,29.86,1011.20,56.66,905.60,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594109944,15.26,1594109572,32.91935,-117.41203,2,8,0.96,0.07,4.1,3.6,6483,347.3,1594110284,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594111078,2020,07,07,08,37,58,32.92220,-117.41208,1.6,159.81,3.30,0.58,6.61,4.03,19.90,,81.20,,,16.60,29.86,29.86,1011.20,56.66,902.33,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594110847,15.26,1594110355,32.92220,-117.41208,2,9,0.96,0.08,3.8,3.4,6415,349.2,1594111078,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594111854,2020,07,07,08,50,54,32.92500,-117.41198,3.8,153.67,3.25,0.19,6.80,3.96,19.90,,82.70,,,16.89,29.86,29.86,1011.20,56.66,906.79,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594111630,15.26,1594111138,32.92500,-117.41198,2,10,0.95,0.07,3.4,3.5,6543,348.7,1594111854,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594112636,2020,07,07,09,03,56,32.92800,-117.41198,2.8,120.13,3.65,0.19,7.19,4.46,20.00,,82.50,,,16.95,29.86,29.86,1011.20,56.66,919.30,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594112413,15.26,1594111922,32.92800,-117.41198,2,11,0.86,0.09,3.9,3.7,6582,348.4,1594112636,32.96230,-117.50330
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594113411,2020,07,07,09,16,51,32.93110,-117.41196,4.8,122.16,3.87,0.97,7.78,4.72,19.90,,81.00,,,16.56,29.86,29.86,1011.20,56.66,901.74,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594113197,15.26,1594112705,32.93110,-117.41196,2,10,0.79,0.09,3.7,4.2,6553,348.6,1594113411,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594114203,2020,07,07,09,30,03,32.93432,-117.41201,2.3,128.62,4.82,1.56,8.36,5.88,19.90,,80.50,,,16.46,29.86,29.86,1011.20,56.66,900.25,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594113980,15.26,1594113488,32.93432,-117.41201,2,10,0.71,0.08,4.4,3.7,6585,349.1,1594114203,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594115044,2020,07,07,09,44,04,32.93756,-117.41203,1.0,114.65,3.91,0.58,8.75,4.76,19.90,,80.70,,,16.50,29.86,29.86,1011.20,56.66,900.84,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594114763,15.26,1594114270,32.93756,-117.41203,2,8,0.72,0.11,5.4,4.6,6131,351.0,1594115044,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594115822,2020,07,07,09,57,02,32.94114,-117.41203,-0.2,117.24,5.27,0.58,9.72,6.42,19.90,,80.90,,,16.54,29.86,29.86,1011.20,56.66,901.44,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594115546,15.26,1594115113,32.94114,-117.41203,2,8,0.64,0.08,4.4,3.8,6598,350.8,1594115822,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594116668,2020,07,07,10,11,08,32.94469,-117.41203,-2.9,127.80,4.76,0.78,9.53,5.81,19.80,,80.10,,,16.29,29.86,29.86,1011.20,56.66,886.00,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594116389,15.26,1594115896,32.94469,-117.41203,2,10,0.55,0.10,4.6,4.4,6315,351.9,1594116668,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594117451,2020,07,07,10,24,11,32.94860,-117.41199,-3.9,120.08,5.99,0.58,9.72,7.30,20.00,,80.20,,,16.50,29.86,29.86,1011.20,56.66,912.42,20.30,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594117172,15.26,1594116739,32.94860,-117.41199,2,9,0.67,0.09,6.8,5.9,6326,351.7,1594117451,32.95458,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594118237,2020,07,07,10,37,17,32.95231,-117.41191,-2.1,164.40,5.13,1.36,9.14,6.26,19.90,,79.30,,,16.23,29.86,29.86,1011.20,56.66,896.68,20.20,0.0610,,,,4560.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594118014,15.26,1594117522,32.95231,-117.41191,2,10,1.02,0.13,5.8,4.4,6357,319.6,1594118237,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594119011,2020,07,07,10,50,11,32.95380,-117.41431,-3.2,140.30,4.41,0.39,8.94,5.38,20.00,,79.90,,,16.44,29.86,29.86,1011.20,56.66,911.52,20.30,0.0610,,,,4580.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594118797,15.26,1594118305,32.95380,-117.41431,2,10,1.29,0.14,6.0,5.0,3468,275.1,1594119011,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594119802,2020,07,07,11,03,22,32.95276,-117.41703,-6.1,130.54,7.21,3.89,13.22,8.79,20.00,,80.00,,,16.46,29.86,29.86,1011.20,56.66,911.82,20.30,0.0610,,,,4580.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594119580,15.26,1594119088,32.95276,-117.41703,2,9,0.74,0.18,5.6,4.6,3509,150.1,1594119802,32.95394,-117.44557
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594120595,2020,07,07,11,16,35,32.94944,-117.41701,-5.2,152.11,6.22,2.92,10.30,7.58,20.00,,79.90,,,16.44,29.86,29.86,1011.20,56.66,911.52,20.30,0.0610,,,,4580.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594120363,15.26,1594119871,32.94944,-117.41701,2,9,0.63,0.19,5.9,4.5,3517,155.6,1594120595,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594121370,2020,07,07,11,29,30,32.94614,-117.41691,-3.3,166.81,5.99,1.56,11.28,7.30,20.00,,79.60,,,16.38,29.86,29.86,1011.20,56.66,910.63,20.30,0.0610,,,,4590.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594121146,15.26,1594120654,32.94614,-117.41691,2,9,0.58,0.14,4.9,3.6,3728,160.7,1594121370,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594122147,2020,07,07,11,42,27,32.94294,-117.41693,-4.5,163.13,5.62,1.75,9.53,6.85,20.00,,78.50,,,16.16,29.86,29.86,1011.20,56.66,907.34,20.30,0.0610,,,,4610.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594121929,15.26,1594121437,32.94294,-117.41693,2,10,0.76,0.12,5.8,3.7,3486,165.9,1594122147,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594122936,2020,07,07,11,55,36,32.93982,-117.41689,-5.1,160.43,5.40,1.56,9.33,6.59,20.00,,78.90,,,16.24,29.86,29.86,1011.20,56.66,908.53,20.30,0.0610,,,,4620.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594122712,15.26,1594122220,32.93982,-117.41689,2,11,0.79,0.11,5.2,4.3,4267,172.5,1594122936,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594123709,2020,07,07,12,08,29,32.93669,-117.41698,-3.6,153.91,5.72,2.33,10.30,6.97,19.90,,78.50,,,16.07,29.87,29.87,1011.54,47.41,882.86,20.30,0.0610,,,,4620.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594123495,15.26,1594123002,32.93669,-117.41698,2,10,0.89,0.10,4.9,4.3,3676,171.3,1594123709,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594124558,2020,07,07,12,22,38,32.93343,-117.41693,-0.3,138.50,7.00,3.11,11.08,8.53,20.00,,81.20,,,16.70,29.86,29.86,1011.20,56.66,915.41,20.30,0.0622,,,,4640.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594124278,15.26,1594123785,32.93343,-117.41693,2,10,0.86,0.15,6.0,3.5,3590,170.2,1594124558,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594125341,2020,07,07,12,35,41,32.92970,-117.41694,-1.2,161.04,5.35,1.75,8.55,6.52,20.00,,81.20,,,16.70,29.87,29.87,1011.54,47.41,903.96,20.30,0.0622,,,,4640.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594125061,15.26,1594124629,32.92970,-117.41694,2,11,0.74,0.18,6.0,3.2,3631,169.8,1594125341,32.95640,-116.96705
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594126181,2020,07,07,12,49,41,32.92644,-117.41689,-1.6,165.97,5.56,2.72,9.53,6.78,19.90,,79.30,,,16.23,29.87,29.87,1011.54,47.41,885.23,20.20,0.0626,,,,4650.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594125904,15.26,1594125413,32.92644,-117.41689,2,11,0.65,0.18,4.4,5.1,3621,172.8,1594126181,32.95323,-117.54126
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594126964,2020,07,07,13,02,44,32.92304,-117.41694,-0.5,164.63,4.43,0.19,8.94,5.40,19.80,,78.00,,,15.87,29.88,29.88,1011.88,38.15,856.91,20.20,0.0626,,,,4660.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594126688,15.26,1594126256,32.92304,-117.41694,2,12,0.73,0.11,4.5,3.0,3770,173.4,1594126964,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594127814,2020,07,07,13,16,54,32.91961,-117.41689,-2.2,212.85,4.49,0.19,9.33,5.47,19.80,,78.20,,,15.91,29.88,29.88,1011.88,38.15,857.50,20.10,0.0626,,,,4660.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594127531,15.26,1594127040,32.91961,-117.41689,2,11,0.54,0.08,3.8,3.5,3619,172.6,1594127814,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594128660,2020,07,07,13,31,00,32.91622,-117.41691,-0.7,195.13,5.58,1.94,9.53,6.80,19.80,,79.30,,,16.13,29.88,29.88,1011.88,38.15,860.74,20.10,0.0626,,,,4660.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594128315,15.26,1594127884,32.91622,-117.41691,2,10,0.60,0.13,5.7,3.3,3781,177.0,1594128660,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594129437,2020,07,07,13,43,57,32.91262,-117.41701,-5.1,184.71,4.61,0.58,9.91,5.62,19.60,,78.70,,,15.82,29.88,29.88,1011.88,38.15,832.91,20.00,0.0626,,,,4660.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594129158,15.26,1594128728,32.91262,-117.41701,2,9,0.40,0.08,5.2,5.4,3999,76.8,1594129437,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594130216,2020,07,07,13,56,56,32.91215,-117.41244,-2.6,197.96,5.23,2.33,8.55,6.38,19.60,,79.50,,,15.97,29.89,29.89,1012.22,28.90,823.80,20.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594130003,15.26,1594129508,32.91215,-117.41244,2,9,1.22,0.08,5.2,4.2,6433,348.3,1594130216,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594131006,2020,07,07,14,10,06,32.91571,-117.41196,-3.0,171.36,5.03,1.75,8.16,6.14,19.60,,80.00,,,16.07,29.89,29.89,1012.22,28.90,825.26,20.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594130783,15.26,1594130291,32.91571,-117.41196,2,10,1.14,0.11,4.9,4.2,6543,341.9,1594131006,32.95458,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594131848,2020,07,07,14,24,08,32.91949,-117.41196,0.0,198.42,3.71,0.19,6.80,4.53,19.50,,79.80,,,15.94,29.89,29.89,1012.22,28.90,811.63,20.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594131566,15.26,1594131074,32.91949,-117.41196,2,10,1.27,0.09,6.0,4.9,6764,342.9,1594131848,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594132633,2020,07,07,14,37,13,32.92354,-117.41198,2.8,165.22,4.16,1.36,7.19,5.07,19.60,,80.60,,,16.19,29.89,29.89,1012.22,28.90,827.01,20.10,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594132351,15.26,1594131918,32.92354,-117.41198,2,10,1.25,0.11,6.8,3.8,6788,343.4,1594132633,32.94615,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594133420,2020,07,07,14,50,20,32.92738,-117.41206,2.3,164.64,4.12,0.58,8.16,5.02,19.30,,79.20,,,15.62,29.90,29.90,1012.55,19.64,772.38,20.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594133194,15.26,1594132702,32.92738,-117.41206,2,10,1.14,0.19,4.9,4.4,6544,344.2,1594133420,32.92429,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594134202,2020,07,07,15,03,22,32.93132,-117.41193,3.3,161.48,2.31,0.19,5.44,2.82,19.50,,78.90,,,15.76,29.89,29.89,1012.22,28.90,809.02,20.10,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594133978,15.26,1594133486,32.93132,-117.41193,2,10,1.14,0.18,5.1,4.1,6675,342.8,1594134202,32.95394,-117.44557
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594134983,2020,07,07,15,16,23,32.93492,-117.41199,3.8,155.64,4.37,1.36,8.75,5.33,19.60,,79.20,,,15.91,29.89,29.89,1012.22,28.90,822.93,20.30,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594134761,15.26,1594134270,32.93492,-117.41199,2,10,1.32,0.14,5.2,3.9,6689,342.0,1594134983,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594135768,2020,07,07,15,29,28,32.93863,-117.41196,4.7,142.47,4.76,0.97,8.94,5.81,19.80,,78.40,,,15.95,29.90,29.90,1012.55,19.64,835.21,20.40,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594135545,15.26,1594135053,32.93863,-117.41196,2,10,1.06,0.19,5.8,3.7,6786,343.3,1594135768,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594136619,2020,07,07,15,43,39,32.94215,-117.41193,-1.5,123.79,4.57,0.78,9.72,5.57,19.60,,77.70,,,15.62,29.91,29.91,1012.89,10.40,795.68,20.40,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594136328,15.26,1594135836,32.94215,-117.41193,2,10,1.09,0.13,6.2,4.6,6870,337.5,1594136619,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594137387,2020,07,07,15,56,27,32.94584,-117.41190,0.2,133.13,1.52,0.00,3.89,1.85,19.80,,77.40,,,15.75,29.91,29.91,1012.89,10.40,820.82,20.60,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594137111,15.26,1594136680,32.94584,-117.41190,2,10,1.11,0.12,6.1,4.0,6504,339.2,1594137387,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594138172,2020,07,07,16,09,32,32.94968,-117.41199,0.4,174.29,3.62,0.19,7.19,4.41,19.70,,77.20,,,15.61,29.91,29.91,1012.89,10.40,807.22,20.70,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594137955,15.26,1594137464,32.94968,-117.41199,2,10,1.20,0.12,5.8,4.4,6554,338.5,1594138172,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594138959,2020,07,07,16,22,39,32.95348,-117.41195,-2.2,250.80,4.16,0.19,7.78,5.07,19.60,,77.10,,,15.49,29.91,29.91,1012.89,10.40,793.93,20.60,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594138739,15.26,1594138248,32.95348,-117.41195,2,10,0.91,0.16,4.5,5.6,5499,264.6,1594138959,32.99387,-117.31185
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594139738,2020,07,07,16,35,38,32.95379,-117.41550,-4.6,225.61,3.85,0.58,7.00,4.69,19.70,,77.10,,,15.59,29.92,29.92,1013.23,1.15,795.50,20.70,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594139523,15.26,1594139030,32.95379,-117.41550,2,9,0.78,0.08,4.4,4.1,3957,221.8,1594139738,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594140530,2020,07,07,16,48,50,32.95155,-117.41698,-7.1,193.33,7.08,2.92,11.08,8.63,19.70,,77.00,,,15.57,29.91,29.91,1012.89,10.40,806.64,20.80,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594140306,15.26,1594139814,32.95155,-117.41698,2,7,0.72,0.05,4.5,3.3,3869,191.4,1594140530,32.90303,-117.80834
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594141314,2020,07,07,17,01,54,32.94851,-117.41691,-6.9,179.31,5.44,2.33,9.33,6.64,19.80,,77.60,,,15.79,29.91,29.91,1012.89,10.40,821.41,20.80,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594141091,15.26,1594140598,32.94851,-117.41691,2,7,0.81,0.05,4.2,2.8,3752,195.3,1594141314,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594142096,2020,07,07,17,14,56,32.94550,-117.41694,-2.3,189.60,5.99,3.69,9.33,7.30,19.70,,76.50,,,15.47,29.92,29.92,1013.23,1.15,793.74,21.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594141874,15.26,1594141382,32.94550,-117.41694,2,8,0.84,0.10,3.6,4.1,3892,195.7,1594142096,32.96299,-117.40758
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594142882,2020,07,07,17,28,02,32.94232,-117.41685,-0.5,215.26,6.67,3.30,9.91,8.13,19.70,,77.30,,,15.63,29.91,29.91,1012.89,10.40,807.52,21.10,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594142657,15.26,1594142166,32.94232,-117.41685,2,9,0.76,0.04,4.2,3.4,3934,198.7,1594142882,32.95394,-117.44557
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594143657,2020,07,07,17,40,57,32.93917,-117.41680,0.6,218.91,6.61,3.89,9.72,8.06,19.60,,77.10,,,15.49,29.91,29.91,1012.89,10.40,793.93,21.00,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594143441,15.26,1594142950,32.93917,-117.41680,2,10,0.96,0.11,3.8,3.6,3991,203.8,1594143657,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594144445,2020,07,07,17,54,05,32.93609,-117.41686,-0.4,217.79,5.79,2.53,8.94,7.06,19.60,,77.50,,,15.58,29.91,29.91,1012.89,10.40,795.09,20.90,0.0626,,,,4670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594144225,15.26,1594143733,32.93609,-117.41686,2,10,0.77,0.16,4.3,4.8,3660,201.3,1594144445,32.95394,-117.44557
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594145232,2020,07,07,18,07,12,32.93260,-117.41693,1.8,222.53,5.50,2.14,9.14,6.71,19.50,,78.00,,,15.58,29.91,29.91,1012.89,10.40,783.53,20.90,0.0630,,,,4680.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594145008,15.26,1594144517,32.93260,-117.41693,2,9,0.60,0.12,4.5,3.9,3596,201.8,1594145232,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594146016,2020,07,07,18,20,16,32.92917,-117.41681,3.8,224.04,7.08,3.89,10.11,8.63,19.50,,78.60,,,15.70,29.92,29.92,1013.23,1.15,773.84,20.90,0.0630,,,,4690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594145792,15.26,1594145301,32.92917,-117.41681,2,9,0.45,0.15,3.6,4.1,4136,198.2,1594146016,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594146800,2020,07,07,18,33,20,32.92543,-117.41699,4.5,225.65,6.69,3.11,9.53,8.15,19.60,,78.50,,,15.78,29.91,29.91,1012.89,10.40,798.01,20.80,0.0630,,,,4690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594146576,15.26,1594146085,32.92543,-117.41699,2,9,0.40,0.16,3.1,4.3,3770,193.5,1594146800,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594147582,2020,07,07,18,46,22,32.92157,-117.41701,4.6,217.28,7.21,4.47,10.69,8.79,19.70,,78.20,,,15.81,29.91,29.91,1012.89,10.40,810.16,20.90,0.0630,,,,4690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594147360,15.26,1594146869,32.92157,-117.41701,2,8,0.49,0.09,4.4,4.0,3552,196.4,1594147582,32.90625,-117.42586
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594148369,2020,07,07,18,59,29,32.91776,-117.41694,4.4,212.43,7.72,4.86,11.66,9.41,19.60,,79.30,,,15.93,29.91,29.91,1012.89,10.40,800.34,20.80,0.0630,,,,4690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594148144,15.26,1594147653,32.91776,-117.41694,2,8,0.52,0.11,4.6,3.6,3901,202.8,1594148369,32.91305,-117.67485
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594149151,2020,07,07,19,12,31,32.91450,-117.41696,4.5,207.74,,5.25,12.05,,19.50,,80.10,,,15.99,29.91,29.91,1012.89,10.40,789.62,20.70,0.0630,,,,4690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594148928,15.26,1594148435,32.91450,-117.41696,2,8,0.59,0.10,5.1,3.2,3822,196.0,1594149151,32.90625,-117.42586
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1594149931,2020,07,07,19,25,31,32.91210,-117.41527,1.8,177.27,6.69,3.69,10.11,8.15,19.60,,78.20,,,15.72,29.91,29.91,1012.89,10.40,797.13,20.70,0.0638,,,,4710.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1594149710,15.26,1594149218,32.91210,-117.41527,2,9,0.64,0.12,5.9,4.5,6811,42.4,1594149931,32.91527,-117.38788
