attachment_version,description,status,platform,moored,timestamp,year,month,day,hour,minute,second,latitude,longitude,gps_altitude,vector_averaged_wind_direction,vector_averaged_wind_speed,minimum_wind_speed_over_averaging_period,maximum_wind_speed_over_averaging_period,wind_speed_at_10m,air_temperature,water_temperature,relative_humidity,wind_chill,heat_index,dew_frost_point,barometric_pressure,altimeter_setting,sea_level_pressure,pressure_altitude,density_altitude,wxt520_internal_temperature,rain_accumulation,three_hour_rain_accumulation,six_hour_rain_accumulation,twenty_four_hour_rain_accumulation,rain_duration,rain_intensity,rain_peak_intensity,hail_accumulation,hail_duration,hail_intensity,firmware_version,reporting_interval,cf2_epoch,system_voltage_measured_at_cf2,gps_epoch,gps_latitude,gps_longitude,gps_fix_quality_indicator,number_of_satellites_used_for_gps,pitch,roll,pitch_maximum,roll_maximum,compass_relative_magnitude,average_compass_heading,sbd_timestamp,sbd_latitude,sbd_longitude
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593569470,2020,07,01,02,11,10,32.88886,-117.30029,2.3,283.23,6.45,3.50,9.53,7.87,18.80,,76.60,,,14.62,29.89,29.89,,28.90,711.49,19.20,0.0146,,,,1180.00,0.0000,0.1811,0.00,0.00,0.00,2.04,10,1593569136,15.26,1593568767,32.88886,-117.30029,2,9,1.17,0.21,5.4,8.1,6518,305.8,1593569470,32.91587,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593570242,2020,07,01,02,24,02,32.88964,-117.30397,-3.1,277.09,5.44,2.14,8.36,6.64,18.70,,74.60,,,14.11,29.89,29.89,,28.90,693.00,19.10,0.0146,,,,1210.00,0.0000,0.1811,0.00,0.00,0.00,2.04,10,1593570029,15.26,1593569539,32.88964,-117.30397,2,10,1.13,0.24,4.8,5.5,6536,296.8,1593570242,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593571015,2020,07,01,02,36,55,32.88959,-117.30799,0.2,291.47,5.89,2.53,9.72,7.18,18.80,,75.30,,,14.35,29.89,29.89,,28.90,707.88,19.10,0.0146,,,,1230.00,0.0000,0.1811,0.00,0.00,0.00,2.04,10,1593570801,15.26,1593570311,32.88959,-117.30799,2,10,0.92,0.21,5.0,6.4,6687,297.4,1593571015,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593571787,2020,07,01,02,49,47,32.88985,-117.31199,0.2,281.36,4.37,1.75,6.80,5.33,18.80,,74.40,,,14.17,29.89,29.89,,28.90,705.38,19.10,0.0146,,,,1240.00,0.0000,0.1811,0.00,0.00,0.00,2.04,10,1593571573,15.26,1593571083,32.88985,-117.31199,2,11,1.23,0.18,8.5,5.3,6779,339.1,1593571787,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593572564,2020,07,01,03,02,44,32.89254,-117.31203,-1.6,274.62,4.12,0.58,7.39,5.02,18.80,,74.60,,,14.21,29.89,29.89,,28.90,705.94,19.10,0.0146,,,,1260.00,0.0000,0.1811,0.00,0.00,0.00,2.04,10,1593572344,15.26,1593571855,32.89254,-117.31203,2,11,1.23,0.16,6.9,6.5,6724,340.7,1593572564,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593573332,2020,07,01,03,15,32,32.89520,-117.31204,-3.2,284.83,3.89,0.39,7.00,4.74,17.90,,82.40,,,14.87,29.90,29.90,,19.64,598.59,18.50,0.0276,,,,1410.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593573117,15.26,1593572627,32.89520,-117.31204,2,12,1.30,0.16,7.8,5.3,6737,341.5,1593573332,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593574099,2020,07,01,03,28,19,32.89789,-117.31191,-1.8,303.71,3.38,0.19,6.61,4.12,17.90,,83.50,,,15.08,29.90,29.90,,19.64,601.47,18.00,0.0276,,,,1410.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593573889,15.26,1593573401,32.89789,-117.31191,2,12,1.23,0.08,6.4,5.2,4570,30.2,1593574099,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593574868,2020,07,01,03,41,08,32.89789,-117.30693,-1.0,277.18,2.66,0.19,9.72,3.25,18.10,,80.90,,,14.78,29.91,29.91,,10.40,609.26,18.10,0.0276,,,,1410.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593574662,15.26,1593574169,32.89789,-117.30693,2,11,1.15,0.09,6.3,6.2,5384,33.4,1593574868,32.89844,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593575639,2020,07,01,03,53,59,32.89735,-117.30208,-0.4,242.66,3.29,0.00,7.58,4.01,18.30,,78.10,,,14.43,29.90,29.90,,19.64,639.24,18.30,0.0276,,,,1420.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593575431,15.26,1593574938,32.89735,-117.30208,2,11,0.40,0.12,6.9,5.9,2,178.9,1593575639,32.92518,-119.93601
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593576412,2020,07,01,04,06,52,32.89169,-117.30213,1.3,241.30,2.08,0.19,5.83,2.54,18.40,,78.10,,,14.53,29.91,29.91,,10.40,640.79,18.40,0.0276,,,,1470.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593576199,15.26,1593575711,32.89169,-117.30213,2,11,0.68,0.08,7.1,6.2,6323,249.7,1593576412,32.91587,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593577187,2020,07,01,04,19,47,32.88965,-117.30550,2.4,296.80,3.95,0.19,23.91,4.81,18.50,,77.40,,,14.49,29.91,29.91,,10.40,651.87,18.50,0.0276,,,,1500.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593576972,15.26,1593576484,32.88965,-117.30550,2,11,1.03,0.14,9.5,6.2,6554,294.2,1593577187,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593577955,2020,07,01,04,32,35,32.88958,-117.31058,3.3,309.90,2.31,0.19,10.11,2.82,18.50,,76.80,,,14.37,29.91,29.91,,10.40,650.24,18.60,0.0276,,,,1500.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593577746,15.26,1593577256,32.88958,-117.31058,2,11,1.12,0.10,6.7,5.4,6610,328.0,1593577955,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593578733,2020,07,01,04,45,33,32.89148,-117.31204,4.9,164.43,5.77,0.19,34.99,7.04,18.50,,77.40,,,14.49,29.91,29.91,,10.40,651.87,18.70,0.0299,,,,1570.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593578519,15.26,1593578029,32.89148,-117.31204,2,12,1.35,0.08,6.5,5.1,6558,343.2,1593578733,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593579499,2020,07,01,04,58,19,32.89373,-117.31208,5.9,326.27,1.19,0.19,3.30,1.45,18.40,,78.50,,,14.61,29.92,29.92,,1.15,630.43,18.40,0.0299,,,,1570.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593579291,15.26,1593578802,32.89373,-117.31208,2,9,1.21,0.10,7.3,5.5,6712,344.9,1593579499,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593580278,2020,07,01,05,11,18,32.89585,-117.31206,6.1,284.94,3.19,0.19,7.00,3.89,18.50,,79.00,,,14.81,29.92,29.92,,1.15,644.79,18.50,0.0299,,,,1570.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593580064,15.26,1593579575,32.89585,-117.31206,2,12,1.40,0.09,6.0,4.8,6792,344.8,1593580278,32.91587,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593581047,2020,07,01,05,24,07,32.89779,-117.31195,6.3,296.66,2.06,0.00,5.83,2.51,18.60,,78.40,,,14.78,29.91,29.91,,10.40,667.59,18.70,0.0299,,,,1570.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593580836,15.26,1593580349,32.89779,-117.31195,2,11,1.10,0.08,5.9,5.6,5813,25.0,1593581047,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593581879,2020,07,01,05,37,59,32.89772,-117.30783,6.4,321.80,1.52,0.19,4.67,1.85,18.60,,78.10,,,14.73,29.92,29.92,,1.15,655.33,18.70,0.0299,,,,1570.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593581610,15.26,1593581118,32.89772,-117.30783,2,11,1.06,0.09,6.1,5.8,5395,26.4,1593581879,32.87712,-117.23459
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593582655,2020,07,01,05,50,55,32.89778,-117.30345,9.0,138.85,2.45,0.19,7.00,2.99,18.60,,77.60,,,14.63,29.91,29.91,,10.40,665.40,18.80,0.0299,,,,1580.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593582379,15.26,1593581947,32.89778,-117.30345,2,11,0.64,0.07,6.3,6.8,3939,141.5,1593582655,32.90742,-117.23459
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593583482,2020,07,01,06,04,42,32.89341,-117.30215,6.0,123.65,3.27,0.00,7.00,3.98,18.70,,75.70,,,14.34,29.91,29.91,,10.40,673.15,18.90,0.0303,,,,1630.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593583209,15.26,1593582718,32.89341,-117.30215,2,11,0.70,0.10,4.7,5.3,6202,189.1,1593583482,32.90742,-117.23459
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593584258,2020,07,01,06,17,38,32.88960,-117.30417,2.4,66.77,1.94,0.19,5.05,2.37,18.70,,74.80,,,14.15,29.91,29.91,,10.40,670.67,18.90,0.0303,,,,1670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593583981,15.26,1593583552,32.88960,-117.30417,2,10,1.09,0.11,4.7,4.9,6781,300.4,1593584258,32.91587,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593585088,2020,07,01,06,31,28,32.88997,-117.30843,2.1,9.33,3.54,0.58,7.58,4.31,18.80,,76.10,,,14.52,29.91,29.91,,10.40,687.22,19.00,0.0303,,,,1670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593584814,15.26,1593584326,32.88997,-117.30843,2,10,1.21,0.09,6.2,6.9,6587,313.9,1593585088,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593585864,2020,07,01,06,44,24,32.89089,-117.31250,-1.4,320.40,3.34,0.58,6.61,4.08,18.80,,75.80,,,14.46,29.91,29.91,,10.40,686.39,19.10,0.0303,,,,1670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593585588,15.26,1593585157,32.89089,-117.31250,2,10,1.22,0.15,6.5,8.1,6729,312.8,1593585864,32.86815,-117.27261
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593586635,2020,07,01,06,57,15,32.89174,-117.31649,-0.1,303.88,3.09,0.58,7.19,3.77,18.80,,75.80,,,14.46,29.90,29.90,,19.64,697.83,19.10,0.0303,,,,1670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593586421,15.26,1593585931,32.89174,-117.31649,2,10,1.24,0.12,6.0,7.9,6789,312.0,1593586635,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593587409,2020,07,01,07,10,09,32.89257,-117.32017,-3.1,284.79,4.84,1.94,8.36,5.90,18.90,,76.60,,,14.72,29.90,29.90,,19.64,713.02,19.10,0.0303,,,,1670.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593587193,15.26,1593586704,32.89257,-117.32017,2,10,1.21,0.15,5.0,5.9,6848,312.6,1593587409,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593588183,2020,07,01,07,23,03,32.89334,-117.32391,2.0,299.21,4.41,1.94,8.16,5.38,18.80,,75.10,,,14.31,29.90,29.90,,19.64,695.88,19.10,0.0303,,,,1690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593587966,15.26,1593587477,32.89334,-117.32391,2,8,1.13,0.15,6.1,5.1,6768,308.4,1593588183,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593588949,2020,07,01,07,35,49,32.89414,-117.32812,0.9,297.57,4.55,1.36,7.39,5.55,18.90,,75.90,,,14.57,29.89,29.89,,28.90,722.51,19.20,0.0303,,,,1690.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593588739,15.26,1593588250,32.89414,-117.32812,2,8,1.25,0.13,5.0,5.7,6825,312.5,1593588949,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593589729,2020,07,01,07,48,49,32.89502,-117.33206,-2.8,283.02,4.76,2.14,8.16,5.81,18.90,,76.60,,,14.72,29.89,29.89,,28.90,724.46,19.20,0.0303,,,,1700.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593589513,15.26,1593589023,32.89502,-117.33206,2,10,1.29,0.11,5.3,6.3,6833,310.2,1593589729,32.87657,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593590500,2020,07,01,08,01,40,32.89590,-117.33620,-1.5,280.81,3.64,0.97,7.19,4.43,18.80,,74.00,,,14.08,29.89,29.89,,28.90,704.27,19.10,0.0303,,,,1700.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593590287,15.26,1593589797,32.89590,-117.33620,2,10,1.22,0.14,6.3,5.3,6837,312.0,1593590500,32.92429,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593591275,2020,07,01,08,14,35,32.89668,-117.33999,-0.7,259.78,3.95,0.39,7.19,4.81,18.80,,73.20,,,13.92,29.89,29.89,,28.90,702.05,19.10,0.0303,,,,1700.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593591059,15.26,1593590571,32.89668,-117.33999,2,11,1.33,0.11,5.6,4.6,6822,311.6,1593591275,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593592047,2020,07,01,08,27,27,32.89754,-117.34388,-1.6,268.33,3.67,0.39,7.19,4.48,18.80,,73.90,,,14.06,29.89,29.89,,28.90,704.00,19.10,0.0303,,,,1710.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593591834,15.26,1593591344,32.89754,-117.34388,2,10,1.24,0.15,4.7,5.7,6520,308.1,1593592047,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593592834,2020,07,01,08,40,34,32.89834,-117.34787,1.4,280.72,3.54,0.19,7.19,4.31,18.80,,73.20,,,13.92,29.89,29.89,,28.90,702.05,19.20,0.0303,,,,1710.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593592607,15.26,1593592118,32.89834,-117.34787,2,8,1.22,0.13,6.1,4.7,6772,310.6,1593592834,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593593597,2020,07,01,08,53,17,32.89928,-117.35184,2.7,250.08,2.88,0.19,6.42,3.51,18.80,,73.10,,,13.90,29.89,29.89,,28.90,701.77,19.20,0.0303,,,,1710.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593593381,15.26,1593592892,32.89928,-117.35184,2,9,1.18,0.12,5.0,6.1,6755,307.7,1593593597,32.91587,-117.29221
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593594371,2020,07,01,09,06,11,32.90002,-117.35581,3.0,240.50,2.26,0.00,7.19,2.75,18.80,,73.60,,,14.00,29.89,29.89,,28.90,703.16,19.10,0.0319,,,,1740.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593594155,15.26,1593593664,32.90002,-117.35581,2,10,1.24,0.12,4.6,4.7,6845,311.3,1593594371,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593595137,2020,07,01,09,18,57,32.90091,-117.35964,3.7,314.35,2.33,0.19,6.03,2.84,18.80,,73.80,,,14.04,29.89,29.89,,28.90,703.72,19.20,0.0319,,,,1740.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593594929,15.26,1593594439,32.90091,-117.35964,2,11,1.11,0.09,4.4,4.6,6881,309.6,1593595137,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593595928,2020,07,01,09,32,08,32.90168,-117.36343,2.9,266.44,4.18,0.58,6.61,5.10,18.80,,74.50,,,14.19,29.89,29.89,,28.90,705.66,19.10,0.0319,,,,1740.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593595704,15.26,1593595213,32.90168,-117.36343,2,11,1.21,0.13,5.5,6.2,6765,309.1,1593595928,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593596693,2020,07,01,09,44,53,32.90256,-117.36750,4.6,261.57,3.21,0.19,7.19,3.91,18.70,,73.20,,,13.82,29.89,29.89,,28.90,689.14,19.00,0.0319,,,,1740.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593596477,15.26,1593595987,32.90256,-117.36750,2,10,1.19,0.09,4.2,4.1,6807,308.1,1593596693,32.90687,-117.33022
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593597465,2020,07,01,09,57,45,32.90342,-117.37163,1.6,268.25,3.44,0.58,7.39,4.19,18.70,,74.50,,,14.09,29.88,29.88,,38.15,704.17,19.00,0.0323,,,,1770.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593597251,15.26,1593596761,32.90342,-117.37163,2,10,1.19,0.09,5.6,4.5,6493,306.8,1593597465,32.94556,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593598242,2020,07,01,10,10,42,32.90438,-117.37567,3.5,255.11,4.47,1.56,7.58,5.45,18.70,,75.20,,,14.24,29.88,29.88,1011.88,38.15,706.10,19.00,0.0323,,,,1810.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593598025,15.26,1593597535,32.90438,-117.37567,2,8,1.23,0.10,5.0,4.5,6264,304.7,1593598242,32.91527,-117.38788
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593599016,2020,07,01,10,23,36,32.90521,-117.37970,0.8,258.72,4.34,1.94,7.00,5.29,18.70,,74.50,,,14.09,29.88,29.88,1011.88,38.15,704.17,19.00,0.0323,,,,1810.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593598799,15.26,1593598310,32.90521,-117.37970,2,8,1.21,0.11,4.4,5.3,6678,304.4,1593599016,32.92429,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593599781,2020,07,01,10,36,21,32.90607,-117.38380,-3.9,247.42,4.20,1.17,7.97,5.12,18.60,,73.10,,,13.70,29.88,29.88,1011.88,38.15,687.40,19.00,0.0323,,,,1810.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593599573,15.26,1593599084,32.90607,-117.38380,2,10,1.21,0.13,4.4,5.1,6666,305.4,1593599781,32.92429,-117.34988
2.1,CalCOFI Line 90 (Magnus),deployed,Wave Glider,--,1593600565,2020,07,01,10,49,25,32.90695,-117.38810,-2.9,246.19,3.85,0.00,6.61,4.69,18.60,,73.00,,,13.68,29.87,29.87,1011.54,47.41,698.57,18.90,0.0323,,,,1840.00,0.0000,0.5630,0.00,0.00,0.00,2.04,10,1593600348,15.26,1593599858,32.90695,-117.38810,2,9,1.21,0.10,4.7,4.7,6570,303.0,1593600565,32.90687,-117.33022
