                                                ENERGY (CM^2)
     UTC      Hs  Tp                 BAND PERIOD LIMITS (SECS)
YYYYMMDDHHMM (CM) (SEC) 22+ 22-18  18-16  16-14  14-12  12-10   10-8    8-6    6-2
202007110700   73  4     0      1      2      6     70     68     45     35    109
202007110730   66  4     0      2      2      3     37     38     28     38    130
202007110800   71  4     0      1      1      4     26     59     33     25    164
202007110830   67  4     0      2      2      3     23     39     24     36    147
202007110900   68  4     0      1      2      4     49     42     32     28    132
202007110930   70  4     0      2      1      4     36     36     22     32    168
202007111000   67  4     0      2      1      3     39     55     28     28    123
202007111030   64  4     0      1      1      5     44     41     29     20    112
202007111100   65  4     0      1      1      3     33     64     36     20    104
202007111130   61  4     0      2      3      5     25     48     37     26     85
202007111200   64  4     0      2      2      4     34     57     50     27     84
202007111230   60  4     0      1      3      3     27     51     35     30     77
202007111300   61  4     0      1      2      4     28     59     41     24     75
202007111330   58  4     0      1      3      4     23     40     44     32     65
202007111400   64  4     0      1      1      4     30     64     46     46     66
202007111430   62  4     0      2      3      5     32     51     42     35     69
202007111500   65 11     0      1      3      4     28     71     37     57     61
202007111530   60  4     0      1      2      3     31     49     39     42     56
202007111600   59  4     0      2      3      2     27     44     36     51     54
202007111630   56  4     0      2      3      3     18     32     40     36     64
202007111700   61  4     0      2      2      3     25     42     52     41     69
202007111730   61  4     0      1      2      2     38     37     38     44     67
202007111800   62  4     0      1      3      3     25     65     31     35     71
202007111830   64  4     0      1      3      3     24     42     43     31    101
202007111900   64  4     0      1      3      3     22     38     36     36    116
202007111930   69  4     0      2      3      3     26     57     43     40    117
202007112000   68  4     0      2      3      5     19     53     38     44    125
202007112030   74  4     0      1      4      4     29     59     50     63    128
202007112100   74  4     0      1      2      4     29     57     40     61    145
202007112130   75  4     0      2      5      5     30     68     49     39    150
202007112200   77  4     0      1      5      4     23     82     41     45    160
202007112230   77  4     0      2      4      3     31     59     45     37    181
202007112300   77  4     0      1      5      3     23     58     59     37    176
202007112330   73  4     0      2      3      5     20     31     47     38    179
202007120000   73  4     0      1      5      5     22     49     41     42    166
202007120030   75  4     0      1      4      4     22     56     50     50    165
202007120100   74  4     0      1      5      4     15     68     45     49    156
202007120130   75  4     0      1      3      3     24     63     50     73    138
202007120200   73  4     0      2      6      4     28     40     52     63    133
202007120230   76  4     0      2      6      4     20     69     57     54    144
202007120300   70  4     0      2      3      3     28     53     41     50    130
202007120330   69  4     0      2      4      4     16     47     40     50    139
202007120400   72  4     0      1      3      4     14     47     47     60    145
202007120430   69  4     0      2      5      2      9     27     38     64    149
202007120500   70  4     0      2      3      7     16     39     34     58    147
202007120530   68  4     0      1      7      5     15     42     36     50    133
202007120600   69  4     0      1      3      4     13     28     40     48    159
202007120630   69  4     0      1      8      6     16     36     34     46    148
202007120700   66  4     0      1      3      5      9     30     31     36    157
202007120730   72  4     0      1      5      7     16     47     36     37    180
202007120800   69  4     0      1      5      8     13     49     31     27    163
202007120830   69  4     0      1      6      9     12     39     38     33    164
202007120900   71  4     0      1      7      8     14     49     31     32    167
202007120930   67  4     0      2      6      8     21     42     33     32    143
202007121000   68  4     0      1      2      8     20     53     49     29    139
202007121030   70  4     0      1      5     10     15     65     54     23    141
202007121100   64  4     0      2      4      8     15     41     35     28    127
202007121130   68  4     0      1      8     11     20     76     40     22    119
202007121200   67  4     0      1      6     14     20     80     37     19    104
202007121230   58  4     0      1      4      8     13     56     38     18     79
202007121300   63  4     0      1      3     13     13     72     43     26     84
202007121330   58  4     0      1      5     21     17     42     26     24     77
202007121400   62 11     0      1      2     10     11     78     35     32     77
202007121430   58  4     0      1      3     10     12     45     40     33     72
202007121500   59  4     0      1      2     10     15     64     32     24     72
202007121530   62  4     0      1      2     13     17     59     39     36     79
202007121600   58  4     0      1      3      9     11     39     31     33     83
202007121630   61  4     0      1      4     10     10     47     41     30     92
202007121700   61  4     0      1      2     13      8     43     42     29     97
202007121730   61  4     0      1      5     20     12     33     37     36     90
202007121800   64  4     0      1      5     15      8     49     50     33    102
202007121830   63  4     0      1      3     18     14     35     25     45    104
202007121900   63  4     0      2      4     16     11     34     41     42     97
202007121930   70  4     0      1      2     23     18     54     51     40    127
202007122000   69  4     0      1      1     14     10     41     55     57    118
202007122030   69  4     0      1      3     18     14     38     55     44    127
202007122100   67  4     0      1      3     16     11     40     46     48    112
202007122130   75  4     0      1      4     26     15     66     40     47    148
202007122200   74  4     0      1      4     16     19     55     60     49    143
202007122230   72  4     0      2      3     26     11     23     46     43    168
202007122300   77  4     0      1      4     15     16     52     61     39    181
202007122330   77  4     0      1      3     19     10     56     63     57    161
202007130000   78  4     0      1      3     28     13     50     69     59    160
202007130030   79  4     0      1      4     30     16     34     78     81    143
202007130100   75  4     0      1      1     22      7     48     70     85    128
202007130130   78  4     0      1      4     18      8     42     93     86    131
202007130200   81  4     0      2      2     25     20     26    101    106    134
202007130230   84  4     0      1      3     16      9     22     91    122    180
202007130300   85  4     0      1      4     27      8     15     78    148    173
202007130330   80  4     0      1      2     21     13     17     50    118    180
202007130400   80  4     0      1      3     32     10     20     62    101    182
202007130430   81  4     0      1      4     20     10     21     52    104    196
202007130500   79  4     0      1      2     14      9     25     70     91    176
202007130530   80  4     0      1      3     13     18     25     74     97    176
202007130600   82  4     0      1      3     21     11     17     61    108    194
202007130630   82  4     0      1      1     21     16     22     62     94    200
202007130700   79  4     0      1      4     18     10     15     73     77    189
202007130730   80  4     0      1      3     25     14     26     59     76    200
202007130800   83  4     0      1      1     23     13     20     66     85    222
202007130830   79  4     0      0      2     13     16     25     52     86    199
202007130900   76  4     0      1      2     16     12     19     74     64    173
202007130930   77  4     0      1      1     14     12     29     78     66    171
202007131000   80  4     0      1      3     22     20     26     60     84    186
202007131030   76  4     0      1      2     12     13     27     69     59    170
202007131100   79  4     0      1      2     22     16     27     89     72    157
202007131130   78  4     0      1      2     18     17     18     72     73    173
202007131200   71  4     0      1      2     22     14     22     67     55    129
202007131230   74  4     0      1      1     17     20     27     85     58    124
202007131300   73  4     0      1      2     16     19     28     60     71    127
202007131330   75  4     0      1      1     23     21     34     77     84    115
202007131400   79  4     0      1      2     19     33     32     75     92    132
202007131430   79  4     0      1      2     12     15     35     72    115    142
202007131500   78  4     0      1      2     21     30     29     81     95    119
202007131530   80  4     0      1      3     19     18     37     73    114    134
202007131600   78  4     0      1      2     14     26     46     69    100    128
202007131630   82  4     0      1      2     18     23     41     95     97    147
202007131700   79  4     0      1      1     14     24     38     69     87    153
202007131730   75  4     0      1      2     15     23     37     64     62    145
202007131800   75  4     0      1      2     11     24     37     74     68    132
202007131830   77  4     0      1      3     18     25     36     89     62    132
202007131900   74  4     0      1      2     15     16     34     71     74    121
202007131930   77  4     0      1      2     16     31     41     82     79    123
202007132000   74  4     0      2      4     13     25     48     83     55    110
202007132030   75  4     0      2      3     20     30     42     82     62    108
202007132100   80  4     0      2      3      8     17     44     97     84    139
202007132130   79  4     0      3      3     12     37     42     75     72    147
202007132200   78  4     0      2      2      5     30     44     77     78    132
202007132230   76  4     0      1      4      6     22     48     77     82    121
202007132300   77  4     0      2      3     10     31     52     77     70    123
202007132330   78  4     0      1      3      6     27     49     83     83    127
202007140000   86  9     0      4      5     12     27     51    149     99    117
202007140030   76  4     0      1      4      6     20     30    102     87    115
202007140100   80  4     0      3      5     12     32     39     98     99    119
202007140130   83  9     0      2      5     17     44     36    118     96    117
202007140200   78  4     0      2      3      8     33     42     83     98    113
202007140230   79  9     0      2      4      8     35     37    118     95     99
202007140300   78  9     0      3      3      6     30     50    101     98     99
202007140330   79  7     0      2      3      5     22     42     81    144     93
202007140400   78  9     0      1      2      9     33     48    102     95    100
202007140430   80  7     0      3      7      9     24     47    106    108    105
202007140500   83  7     0      3      5      7     19     38     82    169    113
202007140530   88  7     0      1      5      5     16     43    124    154    144
202007140600   91  4     0      3      9      9     19     57     94    141    188
202007140630   88  4     0      2      3      5     31     31     90    133    192
202007140700   91  4     0      2      7      9     28     34    100    147    199
202007140730   90  4     0      1      5      8     29     33     85    140    211
202007140800   88  4     0      3      8      5     23     42     94    122    199
202007140830   90  4     0      2      5      7     28     44     71    132    217
202007140900   91  4     0      2     11      7     30     27     92    110    237
202007140930   91  4     0      1     11      8     23     28     90    112    243
202007141000   87  4     0      2     11      6     20     38     73    105    219
202007141030   85  4     0      1      7      7     17     32     67     78    245
202007141100   87  4     0      1     14     11     40     30     71     71    243
202007141130   83  4     0      1     11      6     15     26     56     88    227
202007141200   89  4     0      1     24      5     37     36     66    112    216
202007141230   84  4     0      1     15      6     25     28     57     92    220
202007141300   87  4     0      1      7      4     29     30     64    127    208
202007141330   91  4     0      2     15      5     25     27     63    181    195
202007141400   89  4     0      1      7      6     27     23     74    167    200
202007141430   87  4     0      1     13     14     20     29     94    121    185
202007141500   94  7     0      1      9      5     20     26     76    213    205
202007141530   94  7     0      1     10      8     20     23     79    213    200
202007141600   97  4     0      2     13      7     27     30     63    201    240
202007141630  100  4     0      1     19      8     26     37     70    225    238
202007141700   93  4     0      1      9      6     18     29     59    209    215
202007141730  100  4     0      1     12      8     25     46     64    224    241
202007141800   99  4     0      1     16      9     29     42     41    229    241
202007141830   97  4     0      1      9      7     20     31     60    201    260
202007141900   98  4     0      2     11      8     21     41     51    182    283
202007141930   94  4     0      1     15     11     21     29     71    142    256
202007142000   88  4     0      1      8      8     31     30     61    128    216
202007142030   88  4     0      1      5      9     17     39     62    109    236
202007142100   86  4     0      1      9      8     21     34     57    138    188
202007142130   87  4     0      1     25     18     30     23     57    119    197
202007142200   79  4     0      1      7     12     21     36     41    115    155
202007142230   81  4     0      1     11      8     17     38     53    121    161
202007142300   81  4     0      1      5      9     31     36     52    109    162
202007142330   80  4     0      0      6      9     29     35     60    112    157
202007150000   85  4     0      1     11     22     16     37     63    136    163
202007150030   84  4     0      1      8     17     31     47     66    124    143
202007150100   80  4     0      1     13     20     17     29     52    105    171
202007150130   86  4     0      1      9     27     20     38     88    118    161
202007150200   86  4     0      1     10     24     21     37     81    139    154
202007150230   89  4     0      2     16     41     28     30     92    118    163
202007150300   86  4     0      1      7     15     14     31    119    120    164
202007150330   87  4     0      1     11     19     14     33     98    144    160
202007150400   87  4     0      2     14     28     19     28     81    142    158
202007150430   82  4     0      1      8     34     17     40     71    114    139
202007150500   85  4     0      2      9     52     25     44     72    102    150
202007150530   78  4     0      1      6     14     13     29     67    102    153
202007150600   89  4     1      1      8     47     25     32     60    117    202
202007150630   86  4     1      2      7     27     15     43     64     93    212
202007150700   83  4     0      1      7     34     14     39     57     76    213
202007150730   88  4     0      1      5     33     22     26     62     94    251
202007150800   85  4     0      1      3     24     16     32     61     66    246
202007150830   83  4     1      2      4     36     12     32     30     71    236
202007150900   84  4     0      1      2     22     22     31     36     63    267
202007150930   86  4     1      2      2     71     13     18     36     54    267
202007151000   82  4     1      1      4     28     20     36     33     70    225
202007151030   83  4     0      2      3     38     10     28     32     63    253
202007151100   80  4     0      2      3     41     13     19     27     55    232
202007151130   82  4     0      1      2     24     16     33     33     66    246
202007151200   85  4     0      1      6     49     20     24     30     62    255
202007151230   82  4     0      1      2     38     12     24     38     70    239
202007151300   82  4     1      2      3     55     19     19     25     87    204
202007151330   79  4     0      1      2     23     12     22     31     80    222
202007151400   76  4     0      1      2     23     15     29     31     71    191
202007151430   80  4     0      1      2     25     12     29     33    112    185
202007151500   79  4     0      1      2     32     18     31     35     87    181
202007151530   76  4     1      2      2     26     12     24     37     76    180
202007151600   80  4     0      1      5     32     16     32     37    124    154
202007151630   80  4     0      1      2     32     21     21     39    118    163
202007151700   80  4     1      2      4     41     17     33     35     97    167
202007151730   79  4     0      1      1     22     16     24     37    142    155
202007151800   82  4     0      1      2     36     14     18     41    126    179
202007151830   85  4     1      2      2     25     15     25     41    144    198
202007151900   80  4     0      2      2     38     15     23     39     85    193
202007151930   80  4     1      2      3     27     13     29     34     83    206
202007152000   75  4     0      1      2     22     14     21     32     73    183
202007152030   71  4     0      1      2     17     15     22     30     63    161
202007152100   70  4     0      2      2     14     11     24     25     58    163
202007152130   73  4     0      2      3     35     16     21     36     41    172
202007152200   71  4     0      2      1     19     18     23     30     33    179
202007152230   75  4     0      1      2     17     14     25     29     31    220
202007152300   72  4     0      2      2     14     10     26     31     44    185
202007152330   76  4     0      2      3     26     14     34     35     40    206
202007160000   68  4     0      4      2     13     12     17     33     31    176
202007160030   69  4     0      2      2     21     16     18     32     32    166
202007160100   68  4     0      2      2     30     16     24     20     22    163
202007160130   68  4     0      3      1     17     15     31     28     33    160
202007160200   73  4     1      3      2     36     23     25     34     26    183
202007160230   71  4     0      2      2     24     15     23     38     27    183
202007160300   81  4     0      2      2     18     11     26     53     26    269
202007160330   78  4     0      2      1     17     18     21     36     29    255
202007160400   82  4     0      3      2     27     23     18     32     27    287
202007160430   82  4     0      3      3     22     19     19     31     30    290
202007160500   80  4     0      3      1     25     19     18     31     28    268
202007160530   80  4     0      2      2     18     13     22     32     28    282
202007160600   77  4     0      3      1     27     17     17     26     24    248
202007160630   74  4     0      2      1     18     24     20     23     22    233
202007160700   75  4     0      2      1     29     25     21     26     25    221
202007160730   74  4     0      1      1     14     18     22     23     26    238
202007160800   78  4     0      3      2     13     19     28     22     27    267
202007160830   73  4     0      3      1     15     16     23     23     27    223
202007160900   71  4     0      2      1      9     14     27     21     21    220
202007160930   66  4     0      4      1     11     21     17     15     26    178
202007161000   71  4     0      4      2     14     34     19     21     21    196
202007161030   66  4     0      3      1     18     23     26     20     15    166
202007161100   62  4     0      3      1     11     15     15     17     19    154
202007161130   65  4     0      2      1     15     33     20     16     19    159
202007161200   63  4     0      3      1     15     37     19     18     16    140
202007161230   59  4     0      7      2      7     19     19     20     17    125
202007161300   58  4     1      5      2      6     30     16     21     19    110
202007161330   59  4     0      5      2     11     29     16     25     17    109
202007161400   55  4     0      2      2     10     23     21     24     11     98
202007161430   55  4     0      4      2     21     27     17     21     13     85
202007161500   54  4     0      7      3      8     37     15     16     16     80
202007161530   54  4     0      4      2     13     28     17     20     17     80
202007161600   52  4     0      4      1     10     30     14     20     15     74
202007161630   53  4     0      6      2      8     18     19     23     17     83
202007161700   49  4     0      4      2      5     32      9     13     15     69
202007161730   57  4     0      6      2     22     41     14     13     17     82
202007161800   55  4     0      5      2     10     41     17     17     16     77
202007161830   57  4     0      7      3      8     33     18     19     23     87
202007161900   55  4     0      4      3     10     25     15     17     19     87
202007161930   56  4     0      5      2      7     33     20     17     13     89
202007162000   60  4     0      4      2     10     41     13     18     19    108
202007162030   64  4     0      8      3      9     49     23     16     22    119
202007162100   66  4     0      5      2     13     58     19     19     18    132
202007162130   64  4     1      8      4     10     27     13     14     17    152
202007162200   65  4     1      6      3      8     27     20     21     30    143
202007162230   69  4     0      6      2     11     46     16     23     24    161
202007162300   66  4     0      7      2     13     28     13     20     21    162
202007162330   66  4     0      4      2      5     37     15     19     21    161
202007170000   66  4     0      3      3      7     33     15     24     22    160
202007170030   67  4     1     12      5      9     27     14     18     28    159
202007170100   68  4     0      3      1      9     42     16     26     27    160
202007170130   69  4     1     10      5      6     22     23     44     25    158
202007170200   66  4     0      9      6     10     28     20     28     22    143
202007170230   63  4     1      8      4      7     37     17     26     22    124
202007170300   63  4     0      6      4      6     31     22     25     23    131
202007170330   62  4     0      7      3     10     54     15     23     19    107
202007170400   60  4     1     11      5      6     44     19     27     17     94
202007170430   58  4     0      7      4      6     38     13     23     15    106
202007170500   59  4     1     11      6      8     31     13     21     12    109
202007170530   60  4     0      9      6      7     34     15     19     15    117
202007170600   61  4     0      9      5     11     40     22     26     13    110
202007170630   59  4     0      6      6      9     29     18     22     16    112
202007170700   61  4     1      8      5      8     44     17     30     14    103
202007170730   59  4     0     10      9      7     33     20     22     15    101
202007170800   60  4     0      6      4      5     44     17     22     17    104
202007170830   65  4     1      9      7      7     68     21     22     18    113
202007170900   62  4     1     12      8      5     28     19     18     20    132
202007170930   62  4     1     12     10      9     29     22     20     17    117
202007171000   62  4     0      8      5      4     39     22     22     23    115
202007171030   61  4     0      4      5      7     36     25     22     24    107
202007171100   64  4     0      7      9      8     55     21     22     20    114
202007171130   63  4     1      7      6      6     47     24     30     27     98
202007171200   62  4     0     10      9      5     49     26     30     18     97
202007171230   63  4     0     11     11      5     64     20     27     17     92
202007171300   59  4     1      9      8      8     31     25     24     19     92
202007171330   61  4     0      6      9      8     47     28     29     19     87
202007171400   57  4     0     10     10      7     27     23     21     23     78
202007171430   58  4     0      6      6      7     39     32     27     13     82
202007171500   59  4     0      6      6      4     52     34     25     19     73
202007171530   58  4     0      9      9      6     45     29     22     16     75
202007171600   58  4     0      8     12      5     42     32     24     16     70
202007171630   53  4     1      5      7      6     30     23     22     15     68
202007171700   58  4     0      5      7      4     57     30     27     19     61
202007171730   56  4     0      8     11      5     46     25     19     13     64
202007171800   57  4     0     10     13      7     37     24     24     17     67
202007171830   61 13     1      8     15      6     69     30     18     19     59
202007171900   61  4     0      7     15      6     53     31     25     28     63
202007171930   62  4     1     14     21      9     40     31     23     18     74
202007172000   60  4     1      9     18      5     37     29     17     19     80
202007172030   62  4     1      8     13      7     41     32     25     14     89
202007172100   65  4     0      5     15      5     49     36     22     17    109
202007172130   66  4     0      9     13      5     61     40     27     21     91
202007172200   66  4     0      6      6      5     53     51     26     18    102
202007172230   66  4     0     10     18      6     59     40     20     19     92
202007172300   68  4     1     11     18      4     54     52     28     17     95
202007172330   65  4     0      8     18      4     48     39     23     18     94
202007180000   66  4     1     11     23      5     47     38     30     16     95
202007180030   62  4     1     12     16      7     43     29     20     20     90
202007180100   63  4     1      7     17      6     34     52     27     16     87
202007180130   62  4     0      7     13     10     34     46     18     20     86
202007180200   66  4     0      9     14      8     61     42     22     19     93
202007180230   66  4     1      9     22      5     47     44     24     18    101
202007180300   65  4     0      6     13      6     50     31     30     16    105
202007180330   65  4     1      8     27      7     27     40     21     17    114
202007180400   63  4     1      8     18      6     23     40     23     12    115
202007180430   68  4     1      8     30      6     48     43     29     17    106
202007180500   64  4     1      8     14     12     39     42     19     13    103
202007180530   69  4     1      7     29      7     56     37     24     19    113
202007180600   63  4     1      6     19      8     51     21     20     18    100
202007180630   67  4     0      7     18     11     43     41     24     20    116
202007180700   68  4     1      5     18     10     48     25     23     17    136
202007180730   73  4     0      6     22      7     30     43     27     19    182
202007180800   80  4     1     12     47     11     28     57     23     17    202
202007180830   72  4     1      5     20      8     21     32     21     19    193
202007180900   71  4     1      6     13      9     21     44     34     18    169
202007180930   74  4     1      5     16      9     43     40     29     18    176
202007181000   79  4     1     15     43     11     31     58     29     23    180
202007181030   68  4     1      4     15      9     19     29     23     25    165
202007181100   72  4     1      5     30     11     45     33     26     20    149
202007181130   69  4     1      5     23      8     33     29     25     17    151
202007181200   70  4     1      2     29     11     41     53     19     18    131
202007181230   70  4     1      5     26     13     33     39     33     18    135
202007181300   69  4     1      4     17     20     35     59     21     17    124
202007181330   68  4     1      7     36     11     31     37     31     18    120
202007181400   68  4     1      4     34     11     34     40     28     17    120
202007181430   65  4     1      3     21     10     28     39     34     13    110
202007181500   68  4     1      4     28      9     36     49     30     17    111
202007181530   68  4     1      5     29     11     43     54     21     15    111
202007181600   67  4     1      4     31     17     37     42     29     15    110
202007181630   67  4     1      5     40     27     19     32     33     19    102
202007181700   72  4     1      3     31     17     50     66     40     19    101
202007181730   64  4     1      3     23     13     15     45     40     20     99
202007181800   66  4     1      2     25     12     29     47     30     21    102
202007181830   62  4     1      4     29     23     18     35     32     16     88
202007181900   66  4     1      4     35     17     27     49     27     20     90
202007181930   64  4     1      2     26     16     28     38     24     21     91
202007182000   65  4     1      4     30     14     22     30     24     23    107
202007182030   69  4     1      3     30     21     30     53     32     23     97
202007182100   71  4     1      3     26     22     42     52     30     24    108
202007182130   74  4     1      4     54     21     26     50     26     21    123
202007182200   64  4     1      2     12      9     18     42     22     17    122
202007182230   70  4     1      3     23     10     24     64     23     13    138
202007182300   67  4     1      3     17     29     17     37     23     17    130
202007182330   70  4     1      3     20     27     14     32     31     17    151
202007190000   74  4     1      3     22     35     15     42     24     19    167
202007190030   74  4     1      4     18     24     22     30     25     15    187
202007190100   78  4     1      3     42     18     27     41     29     19    191
202007190130   78  4     1      5     15     37     27     50     29     14    192
202007190200   82  4     1      3     49     49     20     36     26     18    210
202007190230   80  4     1      4     25     21     17     44     28     16    232
202007190300   80  4     1      4     27     20     21     53     30     13    220
202007190330   81  4     1      3     26     35     31     42     25     17    219
202007190400   81  4     1      3     15     29     20     35     33     19    254
202007190430   87  4     1      5      9     27     31     36     35     18    312
202007190500   94  4     1      6     13     32     27     43     32     15    370
202007190530   97  4     1      5     35     39     32     34     35     20    377
202007190600  105  4     1      4     26     42     38     51     28     20    466
202007190630   91  4     1      3     15     30     21     39     27     19    359
202007190700   90  4     1      5      6     40     29     41     26     18    332
202007190730   94  4     1      6     22     32     19     41     31     19    369
202007190800   92  4     1      3     16     34     32     31     20     15    371
202007190830   95  4     1      4     15     31     45     41     22     21    383
202007190900   92  4     1      5     15     36     20     22     27     24    368
202007190930   91  4     1      4     20     26     31     26     17     18    362
202007191000   88  4     0      3     10     17     32     39     35     18    321
202007191030   87  4     1      4     11     41     41     29     21     19    303
202007191100   82  4     1      4     15     38     35     34     22     16    255
202007191130   80  4     1      4     18     43     38     35     22     17    222
202007191200   81  4     1      5     13     34     26     33     28     17    248
202007191230   82  4     1      6      9     34     34     62     22     20    228
202007191300   77  4     1      4      8     31     34     34     27     16    206
202007191330   79  4     1      4      5     33     43     68     24     17    188
202007191400   78  4     1      6     12     31     27     38     30     16    215
202007191430   78  4     1      4     11     23     35     38     29     18    218
202007191500   78  4     1      3     14     25     42     47     20     12    203
202007191530   76  4     1      5      9     27     21     33     22     18    216
202007191600   78  4     1      5      9     33     45     33     24     19    203
202007191630   81  4     1      6      7     44     46     37     28     18    214
202007191700   78  4     1      4      6     33     33     41     31     16    211
202007191730   80  4     1      8     10     40     49     30     36     17    202
202007191800   81  4     1      6      5     28     44     47     28     21    226
202007191830   83  4     1      5     14     40     54     33     36     16    221
202007191900   86  4     1      7     10     27     52     28     29     25    274
202007191930   83  4     1      5      7     41     33     37     30     15    248
202007192000   83  4     1     10     16     26     54     33     31     20    225
202007192030   84  4     1     11      9     31     28     34     38     23    255
202007192100   84  4     1      7      9     31     48     37     34     23    236
202007192130   84  4     1      8      6     17     53     38     38     23    244
202007192200   80  4     1      8      8     28     33     44     34     22    218
202007192230   82  4     1      7      7     27     39     32     25     25    243
202007192300   89  4     1     14     10     39     38     43     44     31    272
202007192330   86  4     1      8      5     20     34     36     34     20    286
202007200000   91  4     1      8      7     30     39     54     46     19    305
202007200030   91  4     1      9     10     48     37     40     45     18    305
202007200100   97  4     2     11     14     36     44     36     34     18    381
202007200130   96  4     1      7      9     29     42     41     38     19    387
202007200200   98  4     1     13      9     39     41     36     36     17    399
202007200230  102  4     1      9      9     52     54     35     32     18    431
202007200300   97  4     1      7      6     22     29     44     32     23    416
202007200330   96  4     1      6      6     34     45     36     34     26    379
202007200400   96  4     1     11     10     24     40     47     40     26    373
202007200430   96  4     1     11     11     34     43     25     34     24    389
202007200500  101  4     1      6      8     20     38     49     57     31    428
202007200530  100  4     1      6     11     31     41     32     43     25    434
202007200600  101  4     1      7      7     24     51     40     50     32    427
202007200630  100  4     1      7     12     30     53     30     43     39    404
202007200700   97  4     1      7      7     21     55     25     47     36    383
202007200730   90  4     1      9      7     18     33     37     43     39    322
202007200800   88  4     1      8      7     27     48     36     37     36    282
202007200830   92  4     1      5      8     30     32     43     38     30    340
202007200900   88  4     1      9      7     32     50     35     36     39    275
202007200930   88  4     1      8     12     49     60     31     19     37    262
202007201000   87  4     1     10     11     24     40     39     26     35    293
202007201030   89  4     1     19     23     51     46     28     20     46    262
202007201100   93  4     1      8      7     39     56     27     25     55    318
202007201130   88  4     1      7     11     24     58     19     19     50    289
202007201200   98  4     1     12     14     25     43     25     23     60    393
202007201230   95  4     1      9     10     33     52     44     24     63    323
202007201300   96  4     1      8     10     27     47     34     25     65    362
202007201330   90  4     1      7     14     38     39     31     25     57    295
202007201400   92  4     1     15     33     30     46     31     19     58    297
202007201430   88  4     1     12     14     31     44     36     19     61    271
202007201500   92  4     1     10     28     22     48     39     24     57    298
202007201530   95  4     0     10     17     29     51     28     26     96    304
202007201600   93  4     1     14     16     19     40     30     34    100    284
202007201630  103  4     1     11     15     31     55     33     35    166    317
202007201700  106  4     1     14     23     31     48     31     30    198    334
202007201730  103  4     1     11     15     25     37     54     31    203    286
202007201800  108  4     1      9     14     14     42     31     33    211    381
202007201830  116  4     1     10     22     19     52     36     47    255    407
202007201900  114  4     2     12     19     21     46     20     29    269    396
202007201930  113  4     1     11     24     29     25     26     41    268    364
202007202000  112  4     1     12     15     18     39     36     35    259    361
202007202030  119  4     1     15     24     18     48     27     32    329    384
202007202100  120  7     1     13     32     16     28     27     28    374    371
202007202130  111  4     1     10     25     26     28     31     37    249    358
202007202200  106  4     1     11     23     26     52     23     29    206    329
202007202230  102  4     1      7     16     22     18     26     31    219    310
202007202300  103  4     1      8     20     18     30     35     33    192    324
202007202330  100  4     1      7     25     13     23     35     37    202    275
202007210000   91  4     1      7     11     21     27     25     34    144    244
202007210030   92  4     1     16     33     32     32     21     28    122    241
202007210100   88  4     1     13     33     36     34     35     16     84    225
202007210130   83  4     1     12     41     23     31     20     32     81    180
202007210200   78  4     2      9     35     17     24     22     27     67    173
202007210230   80  4     1     10     21     17     34     23     27     85    182
202007210300   79  4     0      6     11     18     28     25     24     54    217
202007210330   88  4     2     10     43     15     32     24     27    111    219
202007210400   87  4     1     10     27     27     55     31     19     72    228
202007210430   83  4     1     12     25     21     21     29     26     76    217
202007210500   90  4     1     16     45     25     44     28     32     81    230
202007210530   86  4     0      8      9     15     45     26     28    110    223
202007210600   92  4     1      9     35     31     27     31     22    130    234
202007210630   96  4     1     15     36     32     42     34     31    129    259
202007210700   92  4     1     10     49     28     23     29     39    137    212
202007210730   92  4     1     16     46     17     35     22     37    108    250
202007210800  102  4     1      8     30     23     40     35     47    191    281
202007210830   95  4     1     13     44     22     29     36     27    160    235
202007210900   94  4     1     11     26     30     27     22     38    145    250
202007210930  102  4     1      5     40     29     49     24     36    196    272
202007211000  101  4     1     14     39     23     25     28     28    208    279
202007211030  102  4     1     17     40     37     32     35     38    160    291
202007211100  101  4     1     12     32     26     20     34     45    214    256
202007211130   94  4     1     10     28     34     39     24     38    131    251
202007211200   99  4     1     15     29     29     30     31     27    215    235
202007211230   98  4     1      9     36     31     44     32     44    152    254
202007211300   97  4     1     10     47     19     31     29     48    155    241
202007211330   99  4     1      7     46     35     27     34     37    176    249
202007211400  100  4     1     12     53     22     27     33     57    165    255
202007211430  106  4     1      9     30     35     19     31     78    243    258
202007211500  104  4     1      6     53     31     44     21     36    238    251
202007211530  109  7     1      6     45     28     26     35     56    276    275
202007211600  115  7     1      9     61     38     46     26     54    334    258
202007211630  109  4     1      7     55     26     29     33     55    263    277
202007211700  115  7     1     14     68     30     35     28     73    294    289
202007211730  111  7     1      9     39     28     24     26     60    329    259
202007211800  118  7     1      7     25     24     34     26     83    350    322
202007211830  124  7     1      8     29     35     27     30     81    419    330
202007211900  116  7     1      4     23     22     21     25     63    384    294
202007211930  118  4     1      6     64     31     35     30     61    298    336
202007212000  118  4     1      7     47     38     40     28     47    305    350
202007212030  112  4     1      6     45     36     31     21     47    283    312
202007212100  114  4     1      5     38     33     28     15     34    310    342
202007212130  106  4     1      6     36     26     22     16     28    254    303
202007212200  116  7     1      5     45     24     29     25     29    359    324
202007212230  107  4     1      9     44     31     23     16     32    261    289
202007212300  109  4     1      6     42     46     34     20     32    273    280
202007212330  100  4     1      6     37     33     29     13     29    217    248
