                                                ENERGY (CM^2)
     UTC      Hs  Tp                 BAND PERIOD LIMITS (SECS)
YYYYMMDDHHMM (CM) (SEC) 22+ 22-18  18-16  16-14  14-12  12-10   10-8    8-6    6-2
202007110900   71  4     0      2      2      7     51     62     44     36    122
202007110930   78  4     0      2      2      7     93     58     57     62    107
202007111000   75  4     0      2      2      3     90     70     41     46    101
202007111030   70  4     0      2      2      4     58     60     45     52     91
202007111100   70  4     0      2      2      5     41     63     46     52     95
202007111130   63  4     0      2      3      3     38     53     33     40     79
202007111200   59  4     0      1      2      5     30     40     30     29     82
202007111230   61  4     0      2      3      5     38     45     32     37     72
202007111300   65  4     0      2      3      5     50     62     47     30     72
202007111330   63  4     0      2      2      5     48     51     38     33     68
202007111400   59 11     0      1      2      5     20     59     50     27     55
202007111430   60 11     0      1      2      5     41     66     33     28     49
202007111500   58 11     0      2      3      6     29     58     47     29     45
202007111530   63 11     0      1      2      5     48     62     42     37     52
202007111600   62 11     0      1      2      5     42     62     49     31     51
202007111630   63 11     0      1      3      5     56     59     43     37     51
202007111700   62 11     0      2      4      3     42     65     45     32     53
202007111730   59 11     0      2      4      3     29     49     49     34     48
202007111800   65 11     0      2      3      4     38     72     44     46     55
202007111830   63  4     0      2      2      4     52     44     40     38     60
202007111900   66  4     0      2      2      5     38     43     51     52     76
202007111930   68  4     0      2      3      3     19     61     52     56     92
202007112000   68  4     0      2      5      5     23     45     40     57    110
202007112030   78  4     0      2      6      4     45     73     57     53    139
202007112100   76  4     0      2      4      3     32     55     44     59    159
202007112130   82  4     0      2      7      6     50     56     56     60    178
202007112200   80  4     0      2      6      7     45     76     47     56    158
202007112230   79  4     0      2      5      4     34     61     57     61    167
202007112300   77  4     0      2      3      6     28     49     49     68    161
202007112330   79  4     0      2      6      6     39     72     52     59    154
202007120000   72  4     0      1      3      6     25     44     48     48    143
202007120030   70  4     0      1      6      6     30     55     43     39    130
202007120100   71  4     0      1     11      3     25     63     30     59    125
202007120130   70  4     0      1      4      4     27     47     39     41    143
202007120200   72  4     0      1      5      4     29     64     38     51    130
202007120230   66  4     0      1      5      4     21     46     29     38    131
202007120300   72  4     0      1      5      4     19     68     43     41    145
202007120330   70  4     0      1      5      4     26     61     38     29    145
202007120400   69  4     0      2      6      3     30     44     32     40    142
202007120430   69  4     0      1      4      3     24     51     42     44    135
202007120500   66  4     0      1      4      4     16     51     34     38    128
202007120530   73  4     0      1      6      4     27     63     42     39    159
202007120600   75  4     0      1      4      5     19     76     42     44    163
202007120630   77  4     0      1      4      6     22     69     32     53    187
202007120700   76  4     0      1      6      3     27     74     46     55    152
202007120730   76  4     0      2      4     10     33     76     36     49    158
202007120800   75  4     0      2      4      9     24     69     43     50    153
202007120830   71  4     0      1      7      5     18     51     33     50    154
202007120900   74  4     0      2      8     10     23     58     46     43    157
202007120930   73  4     0      2      7     12     18     50     29     55    168
202007121000   76  4     0      2      5     10     25     60     31     66    168
202007121030   72  4     0      1      5     10     20     43     33     61    149
202007121100   74  4     0      1      4      9     16     71     41     50    150
202007121130   70  4     0      2      5     14     20     47     38     47    132
202007121200   68  4     0      2      6     13     19     51     30     47    122
202007121230   64  4     0      2      2     10      9     60     32     34    107
202007121300   67  4     0      1      5     20     19     62     36     38    107
202007121330   59  4     0      1      4     11     12     55     26     29     83
202007121400   62  4     0      1      3     11     17     55     30     38     89
202007121430   61  4     0      1      5     13     14     38     36     39     91
202007121500   65  4     0      1      3     11     22     50     33     44    106
202007121530   67  4     0      1      3     14     20     69     45     42     98
202007121600   65  4     0      1      4     17     12     44     27     49    110
202007121630   69  4     0      1      2     17     14     56     30     54    127
202007121700   76  4     0      1      4     10     15     64     54     71    156
202007121730   78  4     0      1      4      7     12     58     44     68    192
202007121800   79  4     0      1      3     18     12     38     56     84    178
202007121830   76  4     0      1      5     20     14     45     61     73    152
202007121900   71  4     0      1      4     11     13     35     50     82    125
202007121930   76  4     0      1      3     21     15     41     62     82    148
202007122000   73  4     0      1      2     15     17     40     48     79    131
202007122030   68  4     0      1      4      9     15     37     60     61    105
202007122100   71  4     0      1      2     12     11     34     52     87    113
202007122130   70  4     0      1      3     16     11     41     44     65    121
202007122200   66  4     0      1      3     17     15     45     40     56     99
202007122230   66  4     0      1      3     24     14     32     24     50    121
202007122300   66  4     0      2      3     17     11     34     45     48    111
202007122330   68  4     0      1      4     19     16     37     46     53    112
202007130000   71  4     0      1      1     22     13     59     60     55    110
202007130030   74  4     0      1      3     20     14     50     66     66    128
202007130100   74  4     0      1      2     14     11     60     67     58    141
202007130130   79  4     0      1      4     13     10     69     68     60    171
202007130200   78  4     0      1      4     17     10     51     95     65    156
202007130230   80  4     0      1      2     24     18     36     74     73    175
202007130300   80  4     0      1      1     17     14     38     89     68    180
202007130330   78  4     0      1      2     19     11     34     77     65    174
202007130400   79  4     0      1      2     15     11     41     80     78    179
202007130430   81  4     0      1      2     24     11     35     79     78    188
202007130500   83  4     0      1      3     28     12     22     87     82    196
202007130530   85  4     0      1      2     22     12     30     95     98    200
202007130600   86  4     0      1      2     25     14     25     72    102    223
202007130630   87  4     0      1      2      9     15     25     87     95    242
202007130700   87  4     0      1      3     22     13     23     63    109    242
202007130730   87  4     0      1      3     29     13     27     82     91    237
202007130800   83  4     0      1      2     24     16     21     70     89    210
202007130830   86  4     0      2      2     18     16     23     63    112    226
202007130900   77  4     0      1      2     13     12     28     50     84    178
202007130930   84  4     0      1      2     19     17     32     80    111    181
202007131000   75  4     0      1      3     17     17     22     66     77    148
202007131030   82  4     0      1      2     12     17     21     72    122    173
202007131100   78  4     0      1      2     12     19     21     74     99    153
202007131130   78  4     0      1      2     20     18     25     61     92    163
202007131200   80  4     0      1      2     12     23     32     60    102    168
202007131230   80  4     0      2      2     12     17     24     54    120    170
202007131300   86  4     0      1      2     16     23     32     78    142    164
202007131330   84  4     0      1      2     20     18     33     66    133    160
202007131400   81  4     0      1      2     13     18     31     61    131    155
202007131430   84  7     0      1      2     10     25     30     66    151    150
202007131500   78  4     0      1      2      9     18     25     79    106    138
202007131530   77  4     0      1      3      9     17     24     58    125    135
202007131600   81  4     0      1      2     14     27     28     75    130    134
202007131630   80  4     0      1      2     13     17     29     65    128    142
202007131700   83  7     0      2      2      8     19     32     90    148    136
202007131730   84  7     0      1      2      8     21     26     69    173    144
202007131800   91  7     0      1      2      9     27     38    121    164    161
202007131830   92  4     0      1      2     15     31     45     94    170    171
202007131900   86  4     0      2      2     10     28     38     67    155    164
202007131930   84  4     0      1      2     10     24     45     84    120    153
202007132000   86  4     0      2      4     11     30     64    105    117    143
202007132030   85  7     0      1      2      7     26     40     72    164    141
202007132100   86  7     0      2      2      8     25     33     79    176    134
202007132130   83  7     0      2      3      6     26     38     77    145    132
202007132200   80  7     0      1      2     11     17     27     99    133    113
202007132230   88  4     0      2      3     16     32     58    104    132    144
202007132300   91  7     0      2      4     13     28     42    110    183    140
202007132330   78  4     0      2      4     12     28     36     93     91    125
202007140000   80  4     0      2      6      9     19     47     96    109    121
202007140030   86  9     0      3      5      7     36     73    132    110    102
202007140100   78  4     0      3      4     12     23     41    101     88    116
202007140130   78  7     0      3      4      8     19     43     96    110    105
202007140200   73  4     0      3      5      8     20     42     88     86     95
202007140230   82  7     0      1      3     10     20     34     97    137    117
202007140300   82  7     0      3      6      5     28     40     95    143    105
202007140330   81  7     0      2      5      9     39     40     72    144    102
202007140400   91  7     0      2      4     11     41     50    109    190    122
202007140430   88  7     0      2      6      7     31     46    115    160    121
202007140500   90  7     0      3      5      6     22     44    121    168    142
202007140530   93  7     0      2      6      9     29     45    144    163    147
202007140600   94  7     0      2      5      8     33     37    101    215    165
202007140630   92  4     0      2      3      9     38     43    114    161    162
202007140700   92  7     0      2      7      6     26     29     90    207    166
202007140730   91  7     0      2      5      6     18     30     79    207    176
202007140800   95  7     0      3      7      5     23     30    126    191    184
202007140830   91  4     0      2      6      5     25     29     83    172    200
202007140900   89  4     0      2     12      6     15     48     67    150    206
202007140930   91  4     0      2      5      6     21     28     75    164    221
202007141000   98  4     0      3     11      6     31     39     88    167    258
202007141030   98  4     0      2     12      4     26     31    107    165    252
202007141100   92  4     0      2      7      4     22     26    108    128    236
202007141130   99  4     0      2     12      6     27     35    116    172    249
202007141200  100  4     0      1     12      5     42     32    122    195    220
202007141230  100  4     0      1      5      8     18     21    129    211    236
202007141300  100  7     0      2     12      5     25     21    102    236    218
202007141330  103  7     1      1     22      5     29     27     96    258    229
202007141400   98  7     1      2     16      7     23     29     82    246    200
202007141430   94  7     0      1     14      7     18     34     82    212    182
202007141500   95  7     0      1     18      7     21     28     83    232    179
202007141530   97  7     0      1     29     13     22     44     57    222    197
202007141600   88  7     0      2     12      9     29     26     57    188    166
202007141630   93  7     0      2     25      8     31     25     62    211    180
202007141700   93  7     0      2     18      8     25     39     65    222    175
202007141730   86  7     0      2     14     11     26     29     59    164    163
202007141800   91  4     0      1     19     13     33     33     70    167    187
202007141830   84  7     0      2      8      7     17     26     64    173    151
202007141900   84  7     0      1     17     10     27     32     46    165    140
202007141930   85  7     0      1     22     10     27     32     64    157    129
202007142000   86  7     0      1     22     13     20     47     49    163    135
202007142030   89  4     0      2     16     14     17     38     64    168    169
202007142100   89  4     0      1     13     13     16     31     68    173    184
202007142130   92  7     0      1     10      6     17     49     61    225    165
202007142200   90  7     0      1     10     12     18     39     51    213    162
202007142230   87  7     0      1     11      9     17     33     65    183    156
202007142300   88  7     0      1     16     18     25     42     66    161    157
202007142330   80  4     0      1      7     15     18     34     57    124    145
202007150000   84  7     0      1     17     23     19     50     63    140    128
202007150030   79  4     0      2     10     25     18     28     51    104    149
202007150100   83  7     0      2     17     31     27     28     49    139    139
202007150130   84  4     1      2     24     33     26     44     53    125    138
202007150200   79  4     0      1     10     20     16     46     61    114    130
202007150230   82  7     0      1      9     14     23     32     64    150    130
202007150300   83  7     0      1      4     15     20     32     76    153    136
202007150330   80  4     0      1      8     17     10     35     71    108    153
202007150400   79  4     0      1      5     12      8     28     64     94    177
202007150430   78  4     0      1      8     21     27     35     31    115    146
202007150500   81  4     0      1     13     29     16     25     42    103    183
202007150530   76  4     0      2      9     31     11     19     49     90    150
202007150600   78  4     1      1      7     25     14     29     37    100    172
202007150630   74  4     0      1      7     19     13     30     48     81    152
202007150700   78  4     0      1      5     24     19     15     39     74    203
202007150730   85  4     1      2      6     60     16     30     42     78    220
202007150800   82  4     0      2      4     23     19     23     31     86    232
202007150830   81  4     1      1      7     54     15     27     39     65    198
202007150900   83  4     0      1      4     52     20     23     38     85    209
202007150930   78  4     0      1      4     26     16     33     41     58    207
202007151000   80  4     0      2      5     39     24     26     37     74    196
202007151030   81  4     0      2      4     49     17     32     44     71    190
202007151100   85  4     1      1      4     32     16     29     42     75    246
202007151130   79  4     1      1      4     31     16     31     34     71    204
202007151200   83  4     0      1      6     40     21     28     42     76    223
202007151230   86  4     1      2      6     74     21     26     39     91    206
202007151300   86  4     0      1      4     33     18     34     45    111    216
202007151330   80  4     1      1      3     26     14     29     42     83    207
202007151400   84  4     1      1      2     25     19     20     43    141    191
202007151430   85  4     1      1      2     24     14     29     58    120    204
202007151500   84  4     1      1      2     33     16     30     48    116    194
202007151530   85  4     0      1      2     25     18     23     41    161    176
202007151600   81  4     0      1      2     29     23     31     36    107    189
202007151630   82  4     0      1      4     38     14     24     37    123    176
202007151700   85  4     0      1      2     28     12     22     42    138    203
202007151730   82  4     0      2      3     35     17     22     37    106    201
202007151800   84  4     0      1      3     33     17     25     34    147    180
202007151830   79  4     1      2      2     17     14     30     40    111    179
202007151900   79  4     1      1      3     31     17     29     36     99    178
202007151930   75  4     0      1      3     20     14     31     30    113    138
202007152000   70  4     0      1      3     29     12     24     37     76    132
202007152030   68  4     0      1      3     23     16     18     38     68    121
202007152100   70  4     0      1      3     27     19     27     32     64    132
202007152130   78  4     1      2      4     57     27     34     49     68    135
202007152200   75  4     0      3      4     30     24     30     40     72    149
202007152230   73  4     0      2      2     18     15     37     56     64    141
202007152300   77  4     0      2      2     27     20     29     60     58    166
202007152330   81  4     1      3      2     31     19     22     65     67    193
202007160000   82  4     0      1      3     29     16     28     53     64    219
202007160030   78  4     1      2      2     34     21     23     52     47    195
202007160100   82  4     0      3      2     34     22     22     32     44    257
202007160130   82  4     1      2      2     27     15     29     43     43    256
202007160200   88  4     0      2      4     40     20     35     35     53    294
202007160230   86  4     1      3      3     29     15     24     52     53    276
202007160300   80  4     0      2      2     13     12     22     51     59    241
202007160330   82  4     1      3      2     13     12     24     43     52    270
202007160400   81  4     1      4      2     29     18     25     32     63    231
202007160430   87  4     1      3      2     43     30     24     36     58    277
202007160500   82  4     1      4      2     24     22     22     29     47    267
202007160530   82  4     1      4      2     33     17     15     33     47    266
202007160600   82  4     0      2      1     15     15     16     27     35    313
202007160630   78  4     1      3      1     15     20     21     26     38    257
202007160700   79  4     0      3      2     21     23     19     31     44    246
202007160730   76  4     0      5      1     14     16     19     26     40    242
202007160800   74  4     0      4      1     15     20     17     34     33    222
202007160830   74  4     0      5      1     26     30     14     24     32    203
202007160900   73  4     0      3      2     18     26     22     21     31    208
202007160930   67  4     0      2      2     18     20     20     19     26    174
202007161000   69  4     0      2      2     13     27     16     17     41    182
202007161030   71  4     0      3      2     23     37     17     25     37    169
202007161100   72  4     0      3      2     23     34     23     24     39    172
202007161130   63  4     0      7      2     13     17     23     25     28    135
202007161200   65  4     0      4      1     23     31     21     21     26    139
202007161230   64  4     0      3      1     15     42     27     20     31    118
202007161300   62  4     0      3      2     14     30     21     27     22    120
202007161330   65  4     0      4      1     25     40     17     20     37    125
202007161400   61  4     0      5      2     17     31     13     25     34    108
202007161430   64  4     0      4      2     13     24     19     29     47    117
202007161500   63  4     0      3      2     16     33     21     26     40    111
202007161530   64  4     0      9      2     14     43     21     29     46     91
202007161600   63  4     0      3      1      9     39     20     33     44     98
202007161630   60  4     0      3      1     15     25     11     34     38     96
202007161700   60  4     0     10      4     11     25     14     33     33     95
202007161730   61  4     0      6      3      9     36     16     24     55     84
202007161800   66  4     0      6      2     19     56     22     32     50     84
202007161830   61  4     0      6      3     12     47     22     25     45     70
202007161900   66  4     0      5      3     20     69     22     18     52     77
202007161930   61  4     0      5      2     10     43     15     25     45     82
202007162000   64  4     0     10      3     12     42     15     31     47     90
202007162030   65  4     0      7      4      9     57     16     26     39    102
202007162100   68  4     0      5      3     18     54     14     32     44    116
202007162130   66  4     0      6      3      7     34     19     25     39    131
202007162200   69  4     0      7      4     18     46     20     32     40    130
202007162230   63  4     0     10      3     13     30     20     24     32    112
202007162300   65  4     1      9      4     11     48     20     20     35    112
202007162330   65  4     1      7      5     10     36     18     26     43    120
202007170000   67  4     0      9      4      9     44     20     36     38    121
202007170030   67  4     0      9      4     10     46     16     32     38    118
202007170100   68  4     0      9      4     15     50     22     34     35    116
202007170130   61  4     0      6      3      6     45     15     25     29    100
202007170200   62  4     1      9      5     13     47     20     18     25    100
202007170230   58  4     0      7      4      7     28     14     18     23    110
202007170300   64  4     0      6      4      6     40     25     33     33    111
202007170330   67  4     0      8      5     14     39     19     35     45    122
202007170400   68  4     1     10      5     13     73     17     28     35    106
202007170430   65  4     1      8      4      7     48     21     34     40     99
202007170500   64  4     0      8      5     11     41     24     36     37    101
202007170530   63  4     0      8      5      6     47     19     30     39     90
202007170600   63  4     0     11      7     12     37     17     27     37    101
202007170630   66  4     1     10      6      7     47     21     22     39    120
202007170700   66  4     0      8      6      9     36     24     18     35    134
202007170730   70  4     1      7      6     15     64     21     24     34    136
202007170800   62  4     0     10      7      9     39     21     19     25    109
202007170830   68  4     1     12      7      9     49     25     22     42    126
202007170900   64  4     0      6      5     14     39     28     22     22    123
202007170930   58  4     0     11      9      6     37     17     12     21    100
202007171000   61  4     0      5      5      9     47     24     16     25    102
202007171030   60  4     1     10      8     10     38     22     16     16    107
202007171100   63  4     1      8      6     13     32     39     17     18    117
202007171130   64  4     0      9      7      7     56     35     23     14    106
202007171200   63  4     1      9      7     10     48     30     16     16    109
202007171230   65  4     0      9     10      7     89     20     16     16     93
202007171300   62  4     0      8     12      5     43     40     23     15     97
202007171330   64  4     0     10     11      9     66     31     20     15     91
202007171400   56  4     0     10      9      5     32     24     20     15     80
202007171430   59  4     0     10     11      6     40     33     22     17     79
202007171500   65  4     0     13     13      6     63     43     30     19     74
202007171530   60  4     1     10     14      7     65     23     18     15     74
202007171600   61  4     0     16     19     11     49     22     22     24     69
202007171630   60  4     0      9     11      5     45     31     31     21     73
202007171700   60  4     1     15     16      3     51     34     25     17     61
202007171730   62 13     0      8     11      8     70     43     27     23     57
202007171800   59  4     1      7     13      7     53     33     18     19     64
202007171830   55  4     1      9     17      3     26     27     21     22     63
202007171900   56  4     0      6     10      7     37     36     25     16     59
202007171930   62 13     0      6     11      6     77     40     25     18     58
202007172000   58  4     0      8     10      8     44     23     24     28     63
202007172030   67 13     1     11     22     10     74     42     30     17     68
202007172100   60  4     0      7     12      7     44     40     18     19     74
202007172130   63 13     0      6     11      4     75     41     22     17     71
202007172200   64  4     0      7     15      7     64     34     22     16     86
202007172230   70 13     0     11     17      5     97     50     23     18     80
202007172300   64  4     0      6     14      6     66     32     29     15     89
202007172330   60  4     0      8     17      4     36     30     20     22     84
202007180000   62  4     1      7      9      5     42     36     20     23     92
202007180030   63  4     1     10     20     10     39     32     18     19     95
202007180100   70  4     1     13     28      7     64     46     19     21     99
202007180130   67  4     1     11     21      5     52     47     29     16     97
202007180200   70  4     1     10     26      6     60     56     27     16    104
202007180230   69  4     1      8     19      8     75     35     27     13    107
202007180300   69  4     1     18     32      9     49     40     21     17    105
202007180330   63  4     0      6     21      5     32     31     21     16    105
202007180400   68  4     1      8     25      7     40     51     29     15    113
202007180430   72  4     1     10     41      8     61     39     18     16    125
202007180500   71  4     1      7     28      8     47     38     22     23    136
202007180530   75  4     1     10     30      8     41     35     22     25    179
202007180600   75  4     1      5     13     12     39     52     31     29    171
202007180630   79  4     0      8     16      7     69     61     22     34    168
202007180700   72  4     0      6     19      7     32     30     32     31    171
202007180730   80  4     1      6     18      7     64     60     29     28    188
202007180800   78  4     1      7     25     12     54     56     26     41    161
202007180830   73  4     1      8     22      9     33     49     25     33    156
202007180900   75  4     0      6     31      7     65     46     28     27    140
202007180930   76  4     1      7     40     10     56     38     25     28    150
202007181000   73  4     0      5     22      9     35     53     33     31    145
202007181030   79  4     1      6     27      9     55     57     32     39    160
202007181100   75  4     1      4     23      8     56     51     28     30    154
202007181130   79  4     1     10     48      8     48     57     26     30    159
202007181200   76  4     1      7     52     14     37     58     19     28    146
202007181230   67  4     1      2     16      5     33     40     25     26    136
202007181300   71  4     0      3     14     11     45     59     31     29    125
202007181330   71  4     1      5     26      9     52     52     19     24    132
202007181400   64  4     1      6     22     13     25     33     25     26    109
202007181430   67  4     1      3     13     13     31     60     35     27    102
202007181500   62  4     1      4     14     14     21     38     27     23    104
202007181530   72  4     1      6     15     16     45     65     33     28    114
202007181600   67  4     1      4     22     12     33     48     26     21    114
202007181630   65  4     1      6     21     15     28     36     30     23    107
202007181700   72  4     1      3     59     25     35     50     24     19    105
202007181730   66  4     1      4     23     19     36     41     37     24     94
202007181800   69  4     1      3     33     24     34     55     29     23     99
202007181830   65  4     1      4     34     15     27     49     29     18     85
202007181900   67  4     1      3     40     18     29     50     24     24     90
202007181930   63  4     1      5     28     16     24     43     30     17     81
202007182000   67  4     1      4     40     20     26     55     28     20     84
202007182030   62  4     0      2     15     11     26     36     28     21     95
202007182100   65  4     0      2      8     14     26     53     28     19    109
202007182130   72  4     1      3     24     23     44     53     34     18    119
202007182200   72  4     1      3     29     29     25     51     26     22    132
202007182230   76  4     1      5     17     34     45     66     25     19    146
202007182300   72  4     1      4     26     19     33     40     21     26    155
202007182330   74  4     1      4     36     25     21     56     26     23    146
202007190000   75  4     1      4     27     14     29     53     35     21    166
202007190030   81  4     1      6     29     42     28     51     34     24    193
202007190100   75  4     1      4     27     20     24     38     24     16    197
202007190130   75  4     1      4     22     18     25     32     27     25    192
202007190200   83  4     1      3     13     35     42     44     28     14    237
202007190230   91  4     1      5     30     43     27     62     34     20    302
202007190300   91  4     1      4     25     34     22     48     24     19    331
202007190330   97  4     1      5     21     52     27     55     31     16    380
202007190400   99  4     1      4     23     45     37     42     35     16    400
202007190430  102  4     1      5     14     24     40     49     22     19    469
202007190500   95  4     1      4     28     25     36     39     21     19    389
202007190530  100  4     1      5     26     47     30     43     39     15    423
202007190600   93  4     2      5     16     32     29     38     27     20    361
202007190630   94  4     2      6     22     35     26     55     26     23    360
202007190700   93  4     1      5     15     30     25     62     29     14    356
202007190730   89  4     0      4     13     38     20     49     20     16    333
202007190800   86  4     1      6     16     42     18     42     23     13    298
202007190830   93  4     1      3     24     71     46     31     24     19    318
202007190900   84  4     1      3     10     32     28     45     31     20    265
202007190930   83  4     1      4     18     39     57     34     32     22    228
202007191000   80  4     1      4     22     51     43     47     21     15    193
202007191030   77  4     1      4     10     42     49     38     24     18    180
202007191100   77  4     1      4     10     37     40     45     26     16    185
202007191130   77  4     1      7     19     51     24     47     25     19    172
202007191200   74  4     1      5      6     45     30     36     21     20    170
202007191230   78  4     1      5     13     28     39     46     42     25    181
202007191300   80  4     1      4     22     47     30     44     34     24    194
202007191330   78  4     1      5     15     38     25     48     34     21    196
202007191400   77  4     1      6     22     41     26     34     36     20    186
202007191430   80  4     1      5     11     43     38     56     30     18    194
202007191500   76  4     1      5     12     38     35     43     32     20    178
202007191530   79  4     1      5      7     32     38     57     27     19    199
202007191600   82  4     1      7      9     36     42     64     37     24    199
202007191630   77  4     0      6      7     38     38     57     36     22    170
202007191700   82  4     1     11     12     35     35     61     39     18    207
202007191730   83  4     1      9     10     47     44     49     46     21    201
202007191800   82  4     1      5     10     58     42     45     38     21    199
202007191830   77  4     1      8      9     29     34     40     31     20    191
202007191900   85  4     1     11     11     60     65     41     21     18    215
202007191930   83  4     1      9      8     43     36     43     23     15    245
202007192000   83  4     1      8      6     40     55     62     27     16    207
202007192030   85  4     1     12      8     52     66     54     18     16    223
202007192100   83  4     1     13      9     15     45     50     23     18    257
202007192130   80  4     1      6     14     24     53     34     19     18    229
202007192200   83  4     1     11     11     38     48     52     32     16    220
202007192230   78  4     1      5      4     32     41     30     18     18    228
202007192300   85  4     0      8      8     31     47     35     29     26    268
202007192330   87  4     1      6     10     26     64     47     42     20    252
202007200000   85  4     1      9      7     34     46     32     29     19    275
202007200030   92  4     1     14     10     48     64     45     33     26    286
202007200100   96  4     1      9     15     36     57     52     48     27    332
202007200130   92  4     1      7      7     31     40     41     27     21    353
202007200200   98  4     1     10     10     57     44     61     49     21    348
202007200230   95  4     1     11      8     34     35     41     31     18    379
202007200300  103  4     1      8     14     36     48     38     35     19    462
202007200330  104  4     1      8     10     43     49     40     41     22    465
202007200400   97  4     1     11     10     41     45     30     26     21    402
202007200430  101  4     1     10     11     35     34     34     38     27    455
202007200500  104  4     1     15     11     54     47     28     31     23    463
202007200530   91  4     1      8      9     25     37     34     35     25    347
202007200600   97  4     1     15     12     42     36     43     40     22    380
202007200630   88  4     2     16     13     24     55     42     45     18    276
202007200700   90  4     0     12     10     44     69     52     41     18    261
202007200730   87  4     1     12     10     31     53     43     52     21    262
202007200800   85  4     1      3      7     21     51     42     36     24    264
202007200830   81  4     1     11     15     33     47     19     30     24    229
202007200900   81  4     1     17     11     30     47     30     27     26    223
202007200930   84  4     1     11     12     20     68     39     40     27    224
202007201000   83  4     1      8     10     37     46     38     30     42    223
202007201030   83  4     1     12     10     25     31     31     38     41    245
202007201100   90  4     1     12     12     32     59     31     29     69    264
202007201130   86  4     1     11     12     30     60     28     23     51    253
202007201200   87  4     0     12     12     23     52     26     29     50    274
202007201230   89  4     0      9     13     25     36     26     30     73    281
202007201300   93  4     1     11     17     25     55     20     23     80    308
202007201330   92  4     1      9     12     31     60     25     27     89    274
202007201400   88  4     1     10     16     27     34     23     31     94    248
202007201430   97  4     1     11     13     18     54     39     27    114    314
202007201500   94  4     2      8     18     30     77     28     21     80    292
202007201530   93  4     1     17     19     38     34     38     35     88    281
202007201600   94  4     1     16     17     16     54     34     31     83    304
202007201630   91  4     1     11     16     39     55     32     31    128    211
202007201700   93  4     1      9     13     33     45     33     32    123    254
202007201730   96  4     1     20     25     29     36     39     39    150    238
202007201800   88  4     1     18     25     16     32     43     30    113    208
202007201830   88  4     1     13     23     15     48     35     27    122    196
202007201900   88  4     1     18     21     39     60     23     20     95    205
202007201930   87  4     1     14     17     24     60     48     25     98    187
202007202000   85  4     1     17     30     35     37     36     29     97    170
202007202030   77  4     1     14     22     29     42     25     20     62    158
202007202100   79  4     1     10     26     26     43     27     22     81    152
202007202130   76  4     1     13     29     20     32     34     19     72    146
202007202200   77  4     1      8     14     26     46     31     23     67    153
202007202230   75  4     1     11     20     19     36     29     23     63    155
202007202300   78  4     1     17     38     17     25     42     17     58    163
202007202330   74  4     1     13     23     16     39     27     18     62    146
202007210000   77  4     0     13     19     31     38     27     15     63    161
202007210030   72  4     1     10     29     31     24     23     16     59    128
202007210100   70  4     1      9     21     28     30     27     11     59    121
202007210130   72  4     1     10     25     19     45     23     10     63    129
202007210200   79  4     1     18     71     20     34     32     20     58    138
202007210230   74  4     1     15     43     13     32     28     16     48    147
202007210300   76  4     1      9     27     25     43     33     23     59    141
202007210330   77  4     2     18     55     21     35     31     16     46    151
202007210400   77  4     1     11     45     28     38     25     28     54    142
202007210430   80  4     1     19     35     25     24     28     23     85    161
202007210500   81  4     1     14     25     26     47     34     23     62    177
202007210530   82  4     1     13     28     19     18     26     28     95    193
202007210600   84  4     1     16     30     26     38     31     23     68    205
202007210630   86  4     1     13     27     21     33     38     21     79    229
202007210700   88  4     1     10     36     19     29     17     22    115    238
202007210730   92  4     1     16     43     32     46     24     28    119    225
202007210800   89  4     1      7     33     20     28     23     21    136    225
202007210830   89  4     1     11     45     21     24     22     26    134    210
202007210900   89  4     1     12     25     24     35     25     25    142    210
202007210930   86  4     1      8     30     23     23     20     23    113    217
202007211000   85  4     1      9     36     22     36     19     22     92    210
202007211030   87  4     1     13     45     19     42     23     19    128    188
202007211100   89  4     1     11     40     20     29     29     26    152    189
202007211130   93  4     1      7     26     28     39     24     29    184    210
202007211200   93  4     1     10     33     19     29     26     20    192    217
202007211230   92  7     1      9     31     29     26     24     37    200    169
202007211300   98  7     1      9     25     19     33     29     30    237    219
202007211330   94  4     1      7     51     27     33     27     30    176    201
202007211400   90  4     1      8     35     25     33     28     35    136    213
202007211430   94  4     1      7     37     27     38     36     29    152    230
202007211500   97  4     1     11     46     26     21     21     32    161    271
202007211530   97  4     1     11     37     40     39     38     38    150    233
202007211600   99  4     1      9     80     42     27     26     40    150    236
202007211630   97  4     1     11     57     29     31     33     42    162    229
202007211700   88  4     1      7     19     27     28     18     35    132    224
202007211730   89  4     1     10     43     19     27     21     36    135    210
202007211800   99  4     2     11     71     15     33     43     28    192    222
202007211830   88  4     1      7     32     23     30     25     33    122    210
202007211900  100  4     1     14     70     37     32     27     33    154    248
202007211930   96  4     1      6     50     43     45     24     39    162    207
202007212000   91  4     1      7     57     49     35     24     22    109    210
202007212030   91  4     1      7     65     32     34     28     25    146    175
202007212100   90  4     1      8     67     49     28     25     19    116    191
202007212130   82  4     1      7     27     32     25     16     24    122    161
202007212200   81  4     1      8     34     38     26     26     23    105    149
202007212230   80  4     1      5     49     33     32     16     17    100    145
202007212300   82  4     1      5     35     49     48     16     18    108    135
202007212330   81  4     1      6     61     56     23     14     17     99    136
202007220000   75  4     1      5     32     48     31     19     17     75    125
202007220030   78  4     1      8     48     54     35     26     21     77    111
202007220100   69  4     1      3     30     34     25     21     18     65    104
202007220130   69  4     0      3     21     40     15     22     19     80     96
